cluster_repr	member	best_repr	member_quality	best_repr_quality	quality_diff_vs_mmseqs	member_tier	member_ID	n_bb_pos	n_bb_types	max_potenci_off	max_lacs_off
17828_1_1_1	17828_1_1_1	17828_1_1_1	4000616.0	4000616.0	0.0	strict	17828_1_1_1	88.0	7.0	0.0	0.41
17832_1_1_1	17832_1_1_1	17832_1_1_1	3000466.087702478	3000466.087702478	0.0	moderate	17832_1_1_1	67.0	7.0	2.9122975227	2.93
17835_1_1_1	17835_1_1_1	17835_1_1_1	3000532.0	3000532.0	0.0	moderate	17835_1_1_1	76.0	7.0	0.0	0.74
17841_1_1_1	17841_1_1_1	17841_1_1_1	4000378.0	4000378.0	0.0	strict	17841_1_1_1	54.0	7.0	0.0	1.07
17841_1_1_1	16117_1_1_1	17841_1_1_1	4000378.0	4000378.0	0.0	strict	16117_1_1_1	54.0	7.0	0.0	1.29
17841_1_1_1	15537_1_1_1	17841_1_1_1	4000378.0	4000378.0	0.0	strict	15537_1_1_1	54.0	7.0	0.0	1.64
17841_1_1_1	15535_1_1_1	17841_1_1_1	4000378.0	4000378.0	0.0	strict	15535_1_1_1	54.0	7.0	0.0	0.18
17841_1_1_1	17839_1_1_1	17841_1_1_1	4000378.0	4000378.0	0.0	strict	17839_1_1_1	54.0	7.0	0.0	0.52
17841_1_1_1	17840_1_1_1	17841_1_1_1	4000378.0	4000378.0	0.0	strict	17840_1_1_1	54.0	7.0	0.0	1.27
17841_1_1_1	16116_1_1_1	17841_1_1_1	4000378.0	4000378.0	0.0	strict	16116_1_1_1	54.0	7.0	0.0	0.7
17841_1_1_1	17843_1_1_1	17841_1_1_1	4000306.0	4000378.0	72.0	strict	17843_1_1_1	51.0	6.0	0.0	0.0
17856_1_2_1	17856_1_2_1	17856_1_2_1	3000285.6683152914	3000285.6683152914	0.0	moderate	17856_1_2_1	72.0	4.0	2.3316847087	0.0
17862_1_1_1	17862_1_1_1	17862_1_1_1	3000522.521537726	3000522.521537726	0.0	moderate	17862_1_1_1	75.0	7.0	2.478462274	1.0
17863_1_1_1	16237_1_1_1	16237_1_1_1	4001757.0	4001757.0	0.0	strict	16237_1_1_1	251.0	7.0	0.0	2.52
17863_1_1_1	17863_1_1_1	16237_1_1_1	4001743.0	4001757.0	14.0	strict	17863_1_1_1	249.0	7.0	0.0	2.08
17864_1_1_1	17864_1_1_1	17864_1_1_1	4000609.0	4000609.0	0.0	strict	17864_1_1_1	87.0	7.0	0.0	2.03
17864_1_1_1	16103_1_1_1	17864_1_1_1	4000595.0	4000609.0	14.0	strict	16103_1_1_1	85.0	7.0	0.0	2.36
17865_1_1_1	17865_1_1_1	17865_1_1_1	4000838.025982013	4000838.025982013	0.0	strict	17865_1_1_1	120.0	7.0	1.9740179871	0.49
17867_1_1_1	17867_1_1_1	17867_1_1_1	3000603.0104813264	3000603.0104813264	0.0	moderate	17867_1_1_1	101.0	6.0	2.9895186738	0.89
17888_1_1_1	17888_1_1_1	17888_1_1_1	3000087.675597703	3000087.675597703	0.0	moderate	17888_1_1_1	30.0	3.0	2.3244022967	0.0
17890_1_1_1	17890_1_1_1	17890_1_1_1	3001022.0	3001022.0	0.0	moderate	17890_1_1_1	146.0	7.0	0.0	1.65
17899_1_1_1	17899_1_1_1	17899_1_1_1	3001369.001250411	3001369.001250411	0.0	moderate	17899_1_1_1	196.0	7.0	2.9987495893	0.64
17900_1_1_1	17900_1_1_1	17900_1_1_1	3000882.0	3000882.0	0.0	moderate	17900_1_1_1	126.0	7.0	0.0	0.82
17905_1_1_1	17905_1_1_1	17905_1_1_1	4000791.0	4000791.0	0.0	strict	17905_1_1_1	113.0	7.0	0.0	2.09
17906_1_1_1	17906_1_1_1	17906_1_1_1	3000669.667884922	3000669.667884922	0.0	moderate	17906_1_1_1	96.0	7.0	2.332115078	0.51
17908_1_1_1	17908_1_1_1	17908_1_1_1	3000072.0	3000072.0	0.0	moderate	17908_1_1_1	24.0	3.0	0.0	0.0
17909_1_1_1	17909_1_1_1	17909_1_1_1	4001248.0	4001248.0	0.0	strict	17909_1_1_1	208.0	6.0	0.0	1.14
17911_1_1_1	17911_1_1_1	17911_1_1_1	3000705.6239005667	3000705.6239005667	0.0	moderate	17911_1_1_1	118.0	6.0	2.3760994335	0.15
17913_1_1_1	17912_1_1_1	17912_1_1_1	4000441.0	4000441.0	0.0	strict	17912_1_1_1	63.0	7.0	0.0	1.53
17913_1_1_1	17913_1_1_1	17912_1_1_1	4000372.0	4000441.0	69.0	strict	17913_1_1_1	62.0	6.0	0.0	0.92
17916_1_1_1	17916_1_1_1	17916_1_1_1	3000543.437871045	3000543.437871045	0.0	moderate	17916_1_1_1	91.0	6.0	2.5621289549	0.26
17917_1_1_1	17917_1_1_1	17917_1_1_1	4000360.0	4000360.0	0.0	strict	17917_1_1_1	60.0	6.0	0.0	0.74
17923_1_1_1	30561_1_1_1	30561_1_1_1	3000315.0	3000315.0	0.0	moderate	30561_1_1_1	45.0	7.0	0.0	0.51
17923_1_1_1	17923_1_1_1	30561_1_1_1	3000258.0	3000315.0	57.0	moderate	17923_1_1_1	43.0	6.0	0.0	0.0
17923_1_1_1	7092_1_1_1	30561_1_1_1	3000135.0	3000315.0	180.0	moderate	7092_1_1_1	45.0	3.0	0.0	0.0
17924_1_1_1	17924_1_1_1	17924_1_1_1	3000148.0	3000148.0	0.0	moderate	17924_1_1_1	37.0	4.0	0.0	0.0
17927_1_1_1	17927_1_1_1	17927_1_1_1	3001022.0	3001022.0	0.0	moderate	17927_1_1_1	146.0	7.0	0.0	0.77
17928_1_1_1	17928_1_1_1	17928_1_1_1	3000078.0	3000078.0	0.0	moderate	17928_1_1_1	26.0	3.0	0.0	0.0
17934_1_1_1	17934_1_1_1	17934_1_1_1	4001008.0	4001008.0	0.0	strict	17934_1_1_1	144.0	7.0	0.0	0.42
17934_1_1_1	17428_1_1_1	17934_1_1_1	3001015.0	4001008.0	999993.0	moderate	17428_1_1_1	145.0	7.0	0.0	0.37
17935_1_1_1	17935_1_1_1	17935_1_1_1	3001110.0	3001110.0	0.0	moderate	17935_1_1_1	185.0	6.0	0.0	0.45
17943_1_1_1	17943_1_1_1	17943_1_1_1	3000872.3429837795	3000872.3429837795	0.0	moderate	17943_1_1_1	125.0	7.0	2.6570162204	0.24
17950_1_1_1	17950_1_1_1	17950_1_1_1	4000434.0	4000434.0	0.0	strict	17950_1_1_1	62.0	7.0	0.0	0.59
17952_1_1_1	17952_1_1_1	17952_1_1_1	4000684.0	4000684.0	0.0	strict	17952_1_1_1	114.0	6.0	0.0	0.6
17953_1_1_1	17953_1_1_1	17953_1_1_1	3001218.0	3001218.0	0.0	moderate	17953_1_1_1	174.0	7.0	0.0	0.65
17953_1_1_1	6620_1_1_1	17953_1_1_1	3001176.0	3001218.0	42.0	moderate	6620_1_1_1	168.0	7.0	0.0	0.82
17953_1_1_1	7231_1_1_1	17953_1_1_1	3001089.2755515804	3001218.0	128.7244484196417	moderate	7231_1_1_1	182.0	6.0	2.7244484198	0.64
17953_1_1_1	50917_1_1_1	17953_1_1_1	3001001.0	3001218.0	217.0	moderate	50917_1_1_1	143.0	7.0	0.0	0.52
17958_1_1_1	17958_1_1_1	17958_1_1_1	3000245.0	3000245.0	0.0	moderate	17958_1_1_1	35.0	7.0	0.0	0.33
17958_1_1_1	17955_1_1_1	17958_1_1_1	3000245.0	3000245.0	0.0	moderate	17955_1_1_1	35.0	7.0	0.0	0.19
17959_1_1_1	17959_1_1_1	17959_1_1_1	3000879.9603904923	3000879.9603904923	0.0	moderate	17959_1_1_1	126.0	7.0	2.0396095077	0.74
17964_1_1_1	17996_1_1_1	17996_1_1_1	3000388.0	3000388.0	0.0	moderate	17996_1_1_1	97.0	4.0	0.0	1.64
17964_1_1_1	17964_1_1_1	17996_1_1_1	3000380.0	3000388.0	8.0	moderate	17964_1_1_1	95.0	4.0	0.0	1.13
17964_1_1_1	17994_1_1_1	17996_1_1_1	3000376.0	3000388.0	12.0	moderate	17994_1_1_1	94.0	4.0	0.0	0.93
17964_1_1_1	18138_1_1_1	17996_1_1_1	3000376.0	3000388.0	12.0	moderate	18138_1_1_1	94.0	4.0	0.0	0.66
17964_1_1_1	5967_1_1_1	17996_1_1_1	3000372.0	3000388.0	16.0	moderate	5967_1_1_1	93.0	4.0	0.0	0.63
17965_1_1_1	17965_1_1_1	17965_1_1_1	3000721.0	3000721.0	0.0	moderate	17965_1_1_1	103.0	7.0	0.0	0.92
17966_1_1_1	17966_1_1_1	17966_1_1_1	4000222.0	4000222.0	0.0	strict	17966_1_1_1	37.0	6.0	0.0	0.43
17971_1_1_1	17971_1_1_1	17971_1_1_1	3000585.1049321736	3000585.1049321736	0.0	moderate	17971_1_1_1	84.0	7.0	2.8950678265	0.83
17978_1_1_1	17978_1_1_1	17978_1_1_1	3000651.0	3000651.0	0.0	moderate	17978_1_1_1	93.0	7.0	0.0	1.33
17985_1_1_1	17985_1_1_1	17985_1_1_1	3000066.0	3000066.0	0.0	moderate	17985_1_1_1	22.0	3.0	0.0	0.0
17989_1_1_1	17989_1_1_1	17989_1_1_1	3000746.571943827	3000746.571943827	0.0	moderate	17989_1_1_1	107.0	7.0	2.4280561732	1.08
17990_1_1_1	17990_1_1_1	17990_1_1_1	3000076.0	3000076.0	0.0	moderate	17990_1_1_1	19.0	4.0	0.0	0.0
17992_1_1_1	17992_1_1_1	17992_1_1_1	3000774.0	3000774.0	0.0	moderate	17992_1_1_1	129.0	6.0	0.0	0.31
17993_1_1_1	17993_1_1_1	17993_1_1_1	4000546.0	4000546.0	0.0	strict	17993_1_1_1	78.0	7.0	0.0	0.76
18001_1_1_1	18001_1_1_1	18001_1_1_1	3001106.0	3001106.0	0.0	moderate	18001_1_1_1	158.0	7.0	0.0	0.9
18003_1_1_1	18003_1_1_1	18003_1_1_1	4000805.0	4000805.0	0.0	strict	18003_1_1_1	115.0	7.0	0.0	0.14
18010_1_1_1	18010_1_1_1	18010_1_1_1	3000329.0	3000329.0	0.0	moderate	18010_1_1_1	47.0	7.0	0.0	0.46
18011_1_1_1	18011_1_1_1	18011_1_1_1	3001495.7997254855	3001495.7997254855	0.0	moderate	18011_1_1_1	214.0	7.0	2.2002745146	0.19
18014_1_1_1	18014_1_1_1	18014_1_1_1	3000051.9629216366	3000051.9629216366	0.0	moderate	18014_1_1_1	18.0	3.0	2.0370783634	0.0
18019_1_1_1	18019_1_1_1	18019_1_1_1	3000186.0	3000186.0	0.0	moderate	18019_1_1_1	31.0	6.0	0.0	0.0
18020_1_1_1	18020_1_1_1	18020_1_1_1	3000930.0	3000930.0	0.0	moderate	18020_1_1_1	186.0	5.0	0.0	0.77
18022_1_1_1	18022_1_1_1	18022_1_1_1	3000069.0	3000069.0	0.0	moderate	18022_1_1_1	23.0	3.0	0.0	0.0
18039_1_1_1	15694_1_1_1	15694_1_1_1	4001190.0	4001190.0	0.0	strict	15694_1_1_1	170.0	7.0	0.0	0.94
18039_1_1_1	18039_1_1_1	15694_1_1_1	4001113.0	4001190.0	77.0	strict	18039_1_1_1	159.0	7.0	0.0	0.77
18044_1_1_1	18044_1_1_1	18044_1_1_1	4001582.0	4001582.0	0.0	strict	18044_1_1_1	226.0	7.0	0.0	0.32
18044_1_1_1	15741_1_1_1	18044_1_1_1	4001255.0	4001582.0	327.0	strict	15741_1_1_1	251.0	5.0	0.0	1.45
18045_1_1_1	18045_1_1_1	18045_1_1_1	4000966.0	4000966.0	0.0	strict	18045_1_1_1	161.0	6.0	0.0	0.24
18051_1_1_1	18051_1_1_1	18051_1_1_1	3000378.0	3000378.0	0.0	moderate	18051_1_1_1	54.0	7.0	0.0	0.66
18080_1_1_1	18080_1_1_1	18080_1_1_1	3000246.0	3000246.0	0.0	moderate	18080_1_1_1	41.0	6.0	0.0	2.4
18081_1_1_1	18081_1_1_1	18081_1_1_1	4000833.0	4000833.0	0.0	strict	18081_1_1_1	119.0	7.0	0.0	2.69
18089_1_1_1	17866_1_1_1	17866_1_1_1	4000651.0	4000651.0	0.0	strict	17866_1_1_1	93.0	7.0	0.0	0.57
18089_1_1_1	18087_1_1_1	17866_1_1_1	4000637.0	4000651.0	14.0	strict	18087_1_1_1	91.0	7.0	0.0	0.61
18089_1_1_1	17857_1_1_1	17866_1_1_1	4000637.0	4000651.0	14.0	strict	17857_1_1_1	91.0	7.0	0.0	0.57
18089_1_1_1	18089_1_1_1	17866_1_1_1	4000546.0	4000651.0	105.0	strict	18089_1_1_1	91.0	6.0	0.0	0.34
18089_1_1_1	5127_1_1_1	17866_1_1_1	3000728.0	4000651.0	999923.0	moderate	5127_1_1_1	104.0	7.0	0.0	0.9
18089_1_1_1	5103_1_1_1	17866_1_1_1	3000637.0	4000651.0	1000014.0	moderate	5103_1_1_1	91.0	7.0	0.0	0.57
18089_1_1_1	4892_1_1_1	17866_1_1_1	3000552.0	4000651.0	1000099.0	moderate	4892_1_1_1	92.0	6.0	0.0	1.08
18089_1_1_1	4285_1_1_1	17866_1_1_1	3000552.0	4000651.0	1000099.0	moderate	4285_1_1_1	92.0	6.0	0.0	0.86
18089_1_1_1	18088_1_1_1	17866_1_1_1	3000540.0	4000651.0	1000111.0	moderate	18088_1_1_1	90.0	6.0	0.0	0.41
18089_1_1_1	4001_1_1_1	17866_1_1_1	3000511.0	4000651.0	1000140.0	moderate	4001_1_1_1	73.0	7.0	0.0	0.94
18098_1_1_1	18098_1_1_1	18098_1_1_1	3000690.7040173644	3000690.7040173644	0.0	moderate	18098_1_1_1	99.0	7.0	2.2959826358	0.43
18105_2_1_1	18105_2_1_1	18105_2_1_1	3000051.0	3000051.0	0.0	moderate	18105_2_1_1	17.0	3.0	0.0	0.0
18105_2_1_1	18104_1_1_1	18105_2_1_1	3000048.8370274724	3000051.0	2.1629725275561213	moderate	18104_1_1_1	17.0	3.0	2.1629725275	0.0
18107_1_1_1	18107_1_1_1	18107_1_1_1	3000564.0	3000564.0	0.0	moderate	18107_1_1_1	94.0	6.0	0.0	0.75
18112_1_1_1	18112_1_1_1	18112_1_1_1	3001078.0	3001078.0	0.0	moderate	18112_1_1_1	154.0	7.0	0.0	0.73
18114_1_1_1	18114_1_1_1	18114_1_1_1	3000126.0	3000126.0	0.0	moderate	18114_1_1_1	21.0	6.0	0.0	0.0
18115_1_1_1	18115_1_1_1	18115_1_1_1	3000511.0	3000511.0	0.0	moderate	18115_1_1_1	73.0	7.0	0.0	0.35
18118_1_1_1	18118_1_1_1	18118_1_1_1	4000612.0	4000612.0	0.0	strict	18118_1_1_1	102.0	6.0	0.0	2.56
18121_1_1_1	18121_1_1_1	18121_1_1_1	4000476.0	4000476.0	0.0	strict	18121_1_1_1	68.0	7.0	0.0	2.7
18124_1_1_1	18124_1_1_1	18124_1_1_1	4000511.0	4000511.0	0.0	strict	18124_1_1_1	73.0	7.0	0.0	0.76
18130_1_1_1	18130_1_1_1	18130_1_1_1	4000756.0	4000756.0	0.0	strict	18130_1_1_1	108.0	7.0	0.0	1.32
18132_1_1_1	18132_1_1_1	18132_1_1_1	3000497.0	3000497.0	0.0	moderate	18132_1_1_1	71.0	7.0	0.0	1.69
18132_1_1_1	16177_1_1_1	18132_1_1_1	3000432.0	3000497.0	65.0	moderate	16177_1_1_1	72.0	6.0	0.0	0.72
18133_1_1_1	18133_1_1_1	18133_1_1_1	4001379.0	4001379.0	0.0	strict	18133_1_1_1	197.0	7.0	0.0	2.02
18133_1_1_1	52487_1_1_1	18133_1_1_1	3001302.0	4001379.0	1000077.0	moderate	52487_1_1_1	186.0	7.0	0.0	1.42
18134_1_1_1	18134_1_1_1	18134_1_1_1	3000462.0	3000462.0	0.0	moderate	18134_1_1_1	77.0	6.0	0.0	2.47
18134_1_1_1	16137_1_1_1	18134_1_1_1	3000434.0	3000462.0	28.0	moderate	16137_1_1_1	62.0	7.0	0.0	0.43
18141_1_1_1	18141_1_1_1	18141_1_1_1	3000200.0	3000200.0	0.0	moderate	18141_1_1_1	40.0	5.0	0.0	0.0
18145_1_1_1	18145_1_1_1	18145_1_1_1	3000539.0	3000539.0	0.0	moderate	18145_1_1_1	77.0	7.0	0.0	1.93
18147_1_1_1	18147_1_1_1	18147_1_1_1	3000712.432638913	3000712.432638913	0.0	moderate	18147_1_1_1	143.0	5.0	2.5673610872	0.84
18148_1_1_1	18148_1_1_1	18148_1_1_1	3000046.0010423996	3000046.0010423996	0.0	moderate	18148_1_1_1	16.0	3.0	1.9989576003	0.0
1814_1_1_1	1814_1_1_1	1814_1_1_1	3000054.0	3000054.0	0.0	moderate	1814_1_1_1	18.0	3.0	0.0	0.0
18153_1_1_1	18153_1_1_1	18153_1_1_1	4000390.0	4000390.0	0.0	strict	18153_1_1_1	65.0	6.0	0.0	0.33
18154_1_1_1	18154_1_1_1	18154_1_1_1	4000994.0	4000994.0	0.0	strict	18154_1_1_1	142.0	7.0	0.0	1.09
18154_1_1_1	19151_1_1_1	18154_1_1_1	3000994.0	4000994.0	1000000.0	moderate	19151_1_1_1	142.0	7.0	0.0	1.13
18155_1_1_1	18155_1_1_1	18155_1_1_1	3000742.0	3000742.0	0.0	moderate	18155_1_1_1	106.0	7.0	0.0	2.09
18156_1_1_1	18156_1_1_1	18156_1_1_1	3000630.0	3000630.0	0.0	moderate	18156_1_1_1	90.0	7.0	0.0	0.95
18157_1_1_1	18157_1_1_1	18157_1_1_1	3000547.484849776	3000547.484849776	0.0	moderate	18157_1_1_1	110.0	5.0	2.5151502237	1.06
18158_1_1_1	18158_1_1_1	18158_1_1_1	3000490.0	3000490.0	0.0	moderate	18158_1_1_1	70.0	7.0	0.0	0.44
18166_1_1_1	18166_1_1_1	18166_1_1_1	3000915.5183561556	3000915.5183561556	0.0	moderate	18166_1_1_1	131.0	7.0	1.4816438443	0.34
18166_1_1_1	26920_1_1_1	18166_1_1_1	3000504.0	3000915.5183561556	411.5183561556041	moderate	26920_1_1_1	126.0	4.0	0.0	0.33
18171_1_1_1	18171_1_1_1	18171_1_1_1	3000420.0	3000420.0	0.0	moderate	18171_1_1_1	60.0	7.0	0.0	0.86
18180_1_1_1	18180_1_1_1	18180_1_1_1	3001274.0	3001274.0	0.0	moderate	18180_1_1_1	182.0	7.0	0.0	0.97
18181_1_1_1	18181_1_1_1	18181_1_1_1	3000462.0	3000462.0	0.0	moderate	18181_1_1_1	66.0	7.0	0.0	1.29
18183_1_1_1	18183_1_1_1	18183_1_1_1	3000770.0	3000770.0	0.0	moderate	18183_1_1_1	110.0	7.0	0.0	1.08
18186_1_1_1	18186_1_1_1	18186_1_1_1	3000431.8961375947	3000431.8961375947	0.0	moderate	18186_1_1_1	62.0	7.0	2.1038624055	1.15
18187_1_1_1	18187_1_1_1	18187_1_1_1	3000508.55963802	3000508.55963802	0.0	moderate	18187_1_1_1	73.0	7.0	2.4403619797	1.15
18188_1_1_1	18188_1_1_1	18188_1_1_1	3001050.0	3001050.0	0.0	moderate	18188_1_1_1	150.0	7.0	0.0	1.67
18189_1_1_1	18189_1_1_1	18189_1_1_1	3000455.0	3000455.0	0.0	moderate	18189_1_1_1	65.0	7.0	0.0	3.04
18193_1_1_1	18193_1_1_1	18193_1_1_1	4000476.0	4000476.0	0.0	strict	18193_1_1_1	68.0	7.0	0.0	1.25
18196_1_1_1	18196_1_1_1	18196_1_1_1	4000819.0	4000819.0	0.0	strict	18196_1_1_1	117.0	7.0	0.0	1.8
18210_1_1_1	18210_1_1_1	18210_1_1_1	3000882.0	3000882.0	0.0	moderate	18210_1_1_1	126.0	7.0	0.0	0.68
18211_1_1_1	18211_1_1_1	18211_1_1_1	3001243.567888555	3001243.567888555	0.0	moderate	18211_1_1_1	178.0	7.0	2.4321114448	0.72
18214_1_1_1	18214_1_1_1	18214_1_1_1	3000410.0071959146	3000410.0071959146	0.0	moderate	18214_1_1_1	59.0	7.0	2.9928040854	0.95
18215_1_1_1	18215_1_1_1	18215_1_1_1	3001288.0	3001288.0	0.0	moderate	18215_1_1_1	184.0	7.0	0.0	0.61
18217_1_1_1	18217_1_1_1	18217_1_1_1	3000497.0	3000497.0	0.0	moderate	18217_1_1_1	71.0	7.0	0.0	3.13
18218_1_1_1	18218_1_1_1	18218_1_1_1	4000672.0	4000672.0	0.0	strict	18218_1_1_1	96.0	7.0	0.0	3.31
18221_1_1_1	18221_1_1_1	18221_1_1_1	4000749.0	4000749.0	0.0	strict	18221_1_1_1	107.0	7.0	0.0	0.53
18222_1_1_1	18222_1_1_1	18222_1_1_1	4000634.56804251	4000634.56804251	0.0	strict	18222_1_1_1	106.0	6.0	1.4319574896	0.8
18223_1_1_1	18223_1_1_1	18223_1_1_1	4000749.0	4000749.0	0.0	strict	18223_1_1_1	107.0	7.0	0.0	0.42
18223_1_1_1	18219_1_1_1	18223_1_1_1	3000676.8275708617	4000749.0	1000072.1724291383	moderate	18219_1_1_1	97.0	7.0	2.1724291383	2.8
18227_1_1_1	18227_1_1_1	18227_1_1_1	3000434.0	3000434.0	0.0	moderate	18227_1_1_1	62.0	7.0	0.0	0.55
18235_1_1_1	18235_1_1_1	18235_1_1_1	4000868.0	4000868.0	0.0	strict	18235_1_1_1	124.0	7.0	0.0	1.01
18237_1_1_1	18237_1_1_1	18237_1_1_1	3000378.0	3000378.0	0.0	moderate	18237_1_1_1	54.0	7.0	0.0	1.38
18242_1_1_1	18242_1_1_1	18242_1_1_1	4000700.0	4000700.0	0.0	strict	18242_1_1_1	100.0	7.0	0.0	0.16
18246_1_1_1	18246_1_1_1	18246_1_1_1	3001615.0	3001615.0	0.0	moderate	18246_1_1_1	323.0	5.0	0.0	1.53
18249_1_1_1	18249_1_1_1	18249_1_1_1	4001190.0	4001190.0	0.0	strict	18249_1_1_1	170.0	7.0	0.0	1.42
18253_1_1_1	18253_1_1_1	18253_1_1_1	4001064.0	4001064.0	0.0	strict	18253_1_1_1	152.0	7.0	0.0	0.35
18255_1_1_1	18255_1_1_1	18255_1_1_1	3000599.0185992843	3000599.0185992843	0.0	moderate	18255_1_1_1	86.0	7.0	2.9814007156	0.77
18257_1_1_1	18257_1_1_1	18257_1_1_1	4000925.0	4000925.0	0.0	strict	18257_1_1_1	185.0	5.0	0.0	2.35
18260_1_1_1	18260_1_1_1	18260_1_1_1	4000791.0	4000791.0	0.0	strict	18260_1_1_1	113.0	7.0	0.0	0.91
18267_1_1_1	18267_1_1_1	18267_1_1_1	4001540.0	4001540.0	0.0	strict	18267_1_1_1	308.0	5.0	0.0	2.1
18268_1_1_1	18268_1_1_1	18268_1_1_1	3000447.544404398	3000447.544404398	0.0	moderate	18268_1_1_1	75.0	6.0	2.4555956017	1.06
18277_1_1_1	18277_1_1_1	18277_1_1_1	4001022.0	4001022.0	0.0	strict	18277_1_1_1	146.0	7.0	0.0	1.24
18280_1_1_1	18280_1_1_1	18280_1_1_1	3000442.089724693	3000442.089724693	0.0	moderate	18280_1_1_1	89.0	5.0	2.9102753071	1.05
18283_1_1_1	18283_1_1_1	18283_1_1_1	3000616.0	3000616.0	0.0	moderate	18283_1_1_1	88.0	7.0	0.0	1.08
18290_1_1_1	18290_1_1_1	18290_1_1_1	3000819.0	3000819.0	0.0	moderate	18290_1_1_1	117.0	7.0	0.0	0.48
18291_1_1_1	18291_1_1_1	18291_1_1_1	3000855.0	3000855.0	0.0	moderate	18291_1_1_1	171.0	5.0	0.0	0.28
18291_1_1_1	18293_1_1_1	18291_1_1_1	3000855.0	3000855.0	0.0	moderate	18293_1_1_1	171.0	5.0	0.0	0.31
18291_1_1_1	18294_1_1_1	18291_1_1_1	3000855.0	3000855.0	0.0	moderate	18294_1_1_1	171.0	5.0	0.0	0.27
18291_1_1_1	18295_1_1_1	18291_1_1_1	3000850.0	3000855.0	5.0	moderate	18295_1_1_1	170.0	5.0	0.0	0.35
18292_1_1_1	18292_1_1_1	18292_1_1_1	4000777.0	4000777.0	0.0	strict	18292_1_1_1	111.0	7.0	0.0	2.98
18297_1_1_1	18297_1_1_1	18297_1_1_1	4000609.0	4000609.0	0.0	strict	18297_1_1_1	87.0	7.0	0.0	0.49
18298_1_1_1	18298_1_1_1	18298_1_1_1	3000990.0	3000990.0	0.0	moderate	18298_1_1_1	165.0	6.0	0.0	1.1
18299_1_1_1	18299_1_1_1	18299_1_1_1	4000462.0	4000462.0	0.0	strict	18299_1_1_1	66.0	7.0	0.0	1.05
18301_1_1_1	18301_1_1_1	18301_1_1_1	4000490.0	4000490.0	0.0	strict	18301_1_1_1	70.0	7.0	0.0	1.05
18301_1_1_1	6130_1_1_1	18301_1_1_1	3000518.0	4000490.0	999972.0	moderate	6130_1_1_1	74.0	7.0	0.0	2.86
18301_1_1_1	6022_1_1_1	18301_1_1_1	3000292.0	4000490.0	1000198.0	moderate	6022_1_1_1	73.0	4.0	0.0	0.0
18303_1_1_1	18303_1_1_1	18303_1_1_1	3001761.793899403	3001761.793899403	0.0	moderate	18303_1_1_1	252.0	7.0	2.206100597	0.57
18309_1_1_1	18309_1_1_1	18309_1_1_1	3000394.45308812	3000394.45308812	0.0	moderate	18309_1_1_1	99.0	4.0	1.5469118797	0.3
18313_1_1_1	18313_1_1_1	18313_1_1_1	4000952.0	4000952.0	0.0	strict	18313_1_1_1	136.0	7.0	0.0	0.22
18316_1_1_1	18316_1_1_1	18316_1_1_1	3000552.0	3000552.0	0.0	moderate	18316_1_1_1	92.0	6.0	0.0	0.5
18318_1_1_1	18318_1_1_1	18318_1_1_1	3000553.0	3000553.0	0.0	moderate	18318_1_1_1	79.0	7.0	0.0	0.52
18320_1_1_1	18320_1_1_1	18320_1_1_1	3001176.0	3001176.0	0.0	moderate	18320_1_1_1	168.0	7.0	0.0	1.26
18324_1_1_1	18324_1_1_1	18324_1_1_1	3001032.338691312	3001032.338691312	0.0	moderate	18324_1_1_1	207.0	5.0	2.6613086883	1.88
18328_1_1_1	18328_1_1_1	18328_1_1_1	4000490.0	4000490.0	0.0	strict	18328_1_1_1	70.0	7.0	0.0	0.54
18332_1_1_1	18332_1_1_1	18332_1_1_1	3000511.0	3000511.0	0.0	moderate	18332_1_1_1	73.0	7.0	0.0	0.28
18334_1_1_1	18334_1_1_1	18334_1_1_1	4000234.0	4000234.0	0.0	strict	18334_1_1_1	39.0	6.0	0.0	0.0
18338_1_1_1	18338_1_1_1	18338_1_1_1	4000693.0	4000693.0	0.0	strict	18338_1_1_1	99.0	7.0	0.0	1.31
18339_1_1_1	18339_1_1_1	18339_1_1_1	3001800.0	3001800.0	0.0	moderate	18339_1_1_1	360.0	5.0	0.0	0.49
18341_1_1_1	18341_1_1_1	18341_1_1_1	4000539.0	4000539.0	0.0	strict	18341_1_1_1	77.0	7.0	0.0	0.14
18345_1_1_1	18345_1_1_1	18345_1_1_1	3000225.0	3000225.0	0.0	moderate	18345_1_1_1	45.0	5.0	0.0	0.0
18346_1_1_1	18346_1_1_1	18346_1_1_1	4000756.0	4000756.0	0.0	strict	18346_1_1_1	126.0	6.0	0.0	0.24
18348_1_1_1	18348_1_1_1	18348_1_1_1	4000625.0	4000625.0	0.0	strict	18348_1_1_1	125.0	5.0	0.0	1.96
18350_1_1_1	18350_1_1_1	18350_1_1_1	3000081.0	3000081.0	0.0	moderate	18350_1_1_1	27.0	3.0	0.0	0.0
18351_1_1_1	18351_1_1_1	18351_1_1_1	4000546.0	4000546.0	0.0	strict	18351_1_1_1	78.0	7.0	0.0	1.07
18353_1_1_1	18353_1_1_1	18353_1_1_1	4001048.0	4001048.0	0.0	strict	18353_1_1_1	262.0	4.0	0.0	0.53
18355_1_1_1	18355_1_1_1	18355_1_1_1	4000551.046776638	4000551.046776638	0.0	strict	18355_1_1_1	79.0	7.0	1.9532233623	2.59
