,protein_length,mean_disorder_percentile,predictor_disagreement,length_bin
P51508,661,0.6585725367239995,0.18018606863823586,500-999
P51511,669,0.4788445217197729,0.10259282608944112,500-999
P51512,607,0.3668761710946968,0.105394366693566,500-999
P51513,507,0.6760893942777082,0.0902075590157828,500-999
P51522,516,0.5547568524859994,0.13724754014863522,500-999
P51523,738,0.5336566996877252,0.12348772219368363,500-999
P51530,1060,0.0951381622727121,0.05496337755277343,>=1000
P51531,1590,0.6291426315356747,0.19849112681551168,>=1000
P51532,1647,0.6413203447202686,0.2236771690039676,>=1000
P51553,393,0.25152465199700197,0.11944865420663789,200-499
P51570,392,0.06872903773951772,0.12365394094196658,200-499
P51571,173,0.2980970794267454,0.18514277374985605,<200
P51572,246,0.5032037917585048,0.17068634378142575,200-499
P51575,399,0.2840836665767033,0.10816616151639072,200-499
P51580,245,0.16739394774588415,0.11282132701315327,200-499
P51582,365,0.3074614565327991,0.09826386447891139,200-499
P51587,3418,0.7838907186173946,0.22199981356875614,>=1000
P51589,502,0.1164769775842555,0.0773958509205957,500-999
P51606,427,0.1281262918228558,0.09320100051389082,200-499
P51608,486,0.9459744975047945,0.049645296160359585,200-499
P51610,2035,0.7398544450199647,0.13110834449212136,>=1000
P51617,712,0.6526438598966268,0.07165866623948039,500-999
P51636,162,0.6396741616833065,0.19097316745365003,<200
P51648,485,0.08888259292139475,0.06079642456929856,200-499
P51649,535,0.14496776560812383,0.10195260894656265,500-999
P51654,580,0.43950426525660796,0.12276372871592998,500-999
P51659,736,0.17070374822832826,0.08967756717114511,500-999
P51665,324,0.4028968667864117,0.14754961679455667,200-499
P51668,147,0.10499966864336724,0.11796150454224401,<200
P51671,97,0.5234253193297052,0.15850219670226182,<200
P51674,278,0.35607994816046956,0.20284068223942417,200-499
P51677,355,0.21852589343842657,0.09923911005541707,200-499
P51679,360,0.2326541055428809,0.11154603117546626,200-499
P51681,352,0.20762551978637245,0.10622830702889474,200-499
P51684,374,0.3063934706658777,0.12115822311968315,200-499
P51685,355,0.22794807300109812,0.10760026879731965,200-499
P51686,369,0.26017071373706246,0.11224178632484039,200-499
P51687,545,0.28973020887523915,0.13136734286850843,500-999
P51688,502,0.11308470522885138,0.10891288897293443,500-999
P51689,593,0.21342724273746758,0.13619177735207189,500-999
P51690,589,0.15382875923851363,0.1122410551377807,500-999
P51692,787,0.311593793576715,0.1380296759321146,500-999
P51693,650,0.6648748443821467,0.1326129961923788,500-999
P51784,963,0.4233579464528964,0.1317445848275436,500-999
P51786,506,0.5561189305063866,0.13122808410697415,500-999
P51787,676,0.6249492186536683,0.1894070348561798,500-999
P51788,898,0.4861489623340484,0.1199980836404033,500-999
P51790,818,0.3000842807701902,0.09476787727830026,500-999
P51793,760,0.17515359933466976,0.09722893372645174,500-999
P51795,816,0.2910748382302785,0.09479958201567049,500-999
P51797,869,0.36219082963051846,0.1273817368988341,500-999
P51798,805,0.28555254744094155,0.09032306282763347,500-999
P51800,687,0.16975179322928632,0.11443123546524155,500-999
P51801,687,0.1642239651394147,0.11433187027759517,500-999
P51805,1871,0.1684545527136375,0.12783171889449313,>=1000
P51808,116,0.20807577570221836,0.20645360392667284,<200
P51809,220,0.3697288744213354,0.2194600507683186,200-499
P51810,404,0.5295815659067019,0.0997082250450779,200-499
P51811,444,0.36154408150653317,0.138464996703434,200-499
P51812,740,0.3188621031974617,0.11244636099597516,500-999
P51813,675,0.42675509177677046,0.07706369509653377,500-999
P51814,821,0.6354298620596567,0.15656444989462562,500-999
P51815,510,0.6869402412115491,0.12625305891133443,500-999
P51816,1311,0.8539620954030436,0.14062898063004411,>=1000
P51817,358,0.26762555707770613,0.13716209199420829,200-499
P51825,1210,0.8460205626316223,0.18579719046988563,>=1000
P51826,1226,0.847797384658437,0.14689110148149503,>=1000
P51828,1080,0.2934585373853687,0.153266651755524,>=1000
P51841,1108,0.20434081514141175,0.06708685846031175,>=1000
P51843,470,0.6537370212314013,0.1582204452270184,200-499
P51854,596,0.13590650388665307,0.1325871755895162,500-999
P51857,326,0.048922591976121345,0.07188039645986186,200-499
P51858,240,0.8748553071253572,0.09114858540643943,200-499
P51861,262,0.7254643064047307,0.25138014306036316,200-499
P51864,188,0.6945210483772646,0.15377827354496398,<200
P51878,434,0.40745600868260884,0.1344210438430829,200-499
P51884,338,0.1876987395854982,0.0966125746828895,200-499
P51888,382,0.3643181609183866,0.11068385820926871,200-499
P51911,297,0.7270175365476768,0.10264242475928767,200-499
P51946,323,0.26464771417871646,0.14981527375511042,200-499
P51948,309,0.4808243927366747,0.14704706613690025,200-499
P51955,445,0.45361484245094685,0.10444246023965655,200-499
P51956,506,0.663863369466025,0.09866572656516395,500-999
P51957,841,0.7628023938614833,0.07125215214160417,500-999
P51959,295,0.17738976266177428,0.08658547564172417,200-499
P51965,193,0.5000172634610541,0.16422923108685214,<200
P51970,172,0.39990226140899743,0.206074846187846,<200
P51991,378,0.7745382674630927,0.13253734128933106,200-499
P51993,359,0.21104400881774538,0.0776719646514871,200-499
P52179,1685,0.4610856887152314,0.09938707129340309,>=1000
P52198,227,0.4117331361923098,0.10894826462148102,200-499
P52209,483,0.06900110010748646,0.07046079182951658,200-499
P52272,730,0.7020679171808538,0.1680743390035413,500-999
P52292,529,0.38287462637790987,0.12974508610006974,500-999
P52294,538,0.36654646405673375,0.11966983859455602,500-999
P52298,156,0.43466539713377605,0.22619541415848576,<200
P52306,607,0.06646665624213716,0.0700157352187718,500-999
P52333,1124,0.15904267552288906,0.082458057975401,>=1000
P52429,567,0.26091517410087817,0.10036019483192328,500-999
P52434,150,0.1977744874193482,0.20775662445388082,<200
P52435,117,0.2375517467199018,0.1695011084900774,<200
P52564,334,0.25703998423744834,0.11388448582892359,200-499
P52565,204,0.40615894181264806,0.22001771883413462,200-499
P52566,201,0.4256871117302537,0.21457151017971174,200-499
P52569,658,0.3678881205597262,0.114525730856571,500-999
P52594,562,0.9081181277599665,0.04462936606744883,500-999
P52597,415,0.5846370312217446,0.10771091834998037,200-499
P52630,851,0.4202686975624144,0.11621524084000913,500-999
P52655,376,0.8664405555330805,0.05449354955093349,200-499
P52657,109,0.24604940396452543,0.18260893003544126,<200
P52701,1360,0.48246376925176465,0.06110581037011909,>=1000
P52732,1056,0.4466661444624685,0.21535005883519906,>=1000
P52735,878,0.27137054610797295,0.11969805283876377,500-999
P52736,654,0.5936182702650578,0.1623018573052606,500-999
P52737,540,0.5722899112210785,0.16009366047462747,500-999
P52738,457,0.5723806390838908,0.14237706615397397,200-499
P52739,623,0.7358931923091119,0.09073924409339156,500-999
P52740,706,0.572340658564892,0.16977096351263093,500-999
P52741,427,0.6306077566680544,0.15220313410722336,200-499
P52742,658,0.563941314129473,0.11481294726413263,500-999
P52743,207,0.5158699289827088,0.17020396660309015,200-499
P52744,262,0.6933226337973929,0.18471771524842776,200-499
P52746,1687,0.613979378714369,0.23587973549238317,>=1000
P52747,638,0.6746709759374615,0.14447100827144072,500-999
P52756,815,0.73998430964598,0.08643258467147139,500-999
P52757,468,0.32443833317457416,0.08840249198415923,200-499
P52758,137,0.1085506048445071,0.11456708107898395,<200
P52788,366,0.1020759717572128,0.10561160316387466,200-499
P52789,917,0.05754999291967065,0.08137969480950469,500-999
P52790,923,0.08883053210956521,0.07579958578117885,500-999
P52797,238,0.5941383989547881,0.122539628231689,200-499
P52798,201,0.4289313969020963,0.15105246415299026,200-499
P52799,333,0.7073553172642681,0.0910640696768036,200-499
P52803,228,0.5022402394379736,0.12755911293267627,200-499
P52815,198,0.7360253240171393,0.1345648701931448,<200
P52823,247,0.5019447380416785,0.15260988376805584,200-499
P52824,942,0.3730497010289973,0.13968391487463727,500-999
P52848,882,0.13672559535961573,0.07581002485396976,500-999
P52849,883,0.15660965463804277,0.0879403110177754,500-999
P52888,689,0.11925380413389167,0.10248593683095326,500-999
P52895,323,0.043514638517106394,0.06159973984453912,200-499
P52907,286,0.23085164003882797,0.19335872595394102,200-499
P52926,109,0.972996106215277,0.047329621542276976,<200
P52943,208,0.7023307741113334,0.1118622903289507,200-499
P52945,283,0.9059225084911898,0.054326580617262414,200-499
P52948,1817,0.7765834553381263,0.065506814441991,>=1000
P52951,348,0.9204135916775396,0.046628920465451335,200-499
P52952,324,0.8723073086750468,0.07969238177397825,200-499
P52954,281,0.8826652818191951,0.06369219019002112,200-499
P52961,327,0.31321064846227886,0.1009011676682622,200-499
P53004,296,0.07087361673685062,0.061628586329043465,200-499
P53007,311,0.2703834920325161,0.0948856207283834,200-499
P53041,499,0.25358704997273984,0.21921232730837112,200-499
P53350,603,0.29733389705091123,0.07635024741979998,500-999
P53355,1430,0.23218677944965893,0.10156928037951374,>=1000
P53365,341,0.5947085639319152,0.12453560251149501,200-499
P53367,373,0.6230170037975172,0.10589652109286063,200-499
P53370,316,0.22563750407262068,0.0537415781318818,200-499
P53384,320,0.2796284391195766,0.14484803251157954,200-499
P53396,1101,0.1376967800448777,0.07755370214703841,>=1000
P53420,1690,0.6422995684448616,0.3471490858800285,>=1000
P53539,338,0.9127550652565904,0.091510313215002,200-499
P53567,150,0.8551103145592265,0.0820692942124632,<200
P53582,386,0.24856470730481026,0.1402922195701432,200-499
P53597,346,0.26072972132074546,0.11149254444661794,200-499
P53602,400,0.11828921398077077,0.11776497679204301,200-499
P53609,377,0.2281908894011579,0.13097605213656646,200-499
P53611,331,0.12066472550839306,0.1066874444124728,200-499
P53618,953,0.25655632505945924,0.1384109570547588,500-999
P53621,1224,0.24111267225903116,0.07200256278057703,>=1000
P53634,463,0.12476152461497596,0.06322890300458747,200-499
P53667,647,0.3994956134561588,0.09614636867643861,500-999
P53671,638,0.37547486646998607,0.07741035094469687,500-999
P53672,197,0.15845412200528697,0.13945220626807742,<200
P53673,196,0.1299099680235655,0.1350268752323343,<200
P53674,252,0.47857614081320027,0.1560778065372822,200-499
P53675,1640,0.09106425621430471,0.08894432409356477,>=1000
P53677,418,0.1840707647916872,0.16301036407729924,200-499
P53680,142,0.06629541335816956,0.08857212604367817,<200
P53701,268,0.6409515084161758,0.10408656873634256,200-499
P53708,1063,0.22469505060950787,0.09881598069436205,>=1000
P53778,367,0.15588534516266606,0.08952745556876805,200-499
P53779,464,0.38544554722253427,0.09265881912449458,200-499
P53794,718,0.39970702304982275,0.13717421139064784,500-999
P53801,180,0.6264073650857427,0.1347227018933978,<200
P53803,58,0.6278311859104768,0.1623293966646643,<200
P53804,2025,0.5533667321886945,0.13509341837179856,>=1000
P53805,252,0.761233004720705,0.10095470138726385,200-499
P53814,917,0.823650161362557,0.1274411851519563,500-999
P53816,162,0.45218220940668646,0.1780392854980423,<200
P53985,500,0.38466832622987573,0.13443667087107236,500-999
P53990,364,0.7377046442731974,0.06677352383256212,200-499
P53992,1094,0.5179959661640857,0.1633438839066841,>=1000
P53999,127,0.7663366525261511,0.17270475581225692,<200
P54098,1239,0.3701375628614019,0.12983450218491946,>=1000
P54105,237,0.7491112216892808,0.11110309026466776,200-499
P54107,249,0.20604332153673072,0.0772461817627374,200-499
P54108,245,0.20720657038002238,0.08707415169858983,200-499
P54132,1417,0.7120859362091763,0.10882207041890668,>=1000
P54136,660,0.12169841583581038,0.08985653661221325,500-999
P54198,1017,0.4622576033750947,0.12277392098884546,>=1000
P54219,525,0.3850949935106715,0.1071509999047072,500-999
P54252,361,0.6679767214664885,0.13363127452753257,200-499
P54253,815,0.8478531111082069,0.11696503343662856,500-999
P54257,671,0.7701946837838742,0.08393503665368274,500-999
P54259,1190,0.7907789957082667,0.29157811295441155,>=1000
P54274,439,0.7159045484809095,0.07608753246126146,200-499
P54277,932,0.5365227274379851,0.10089047492489377,500-999
P54278,862,0.5461475829917324,0.09171567376144127,500-999
P54284,484,0.7124760665676458,0.07263125038674113,200-499
P54289,1103,0.26560825220506323,0.1199427599736405,>=1000
P54296,1465,0.23425897467283777,0.11802006640401332,>=1000
P54315,467,0.109600763960449,0.07933688667462911,200-499
P54317,469,0.11063081838044993,0.07622056200085264,200-499
P54368,228,0.6642505537042933,0.10219410492208926,200-499
P54577,528,0.22407904667473183,0.14263418205681483,500-999
P54578,494,0.3418332991512537,0.12791035500428444,200-499
P54619,331,0.19694771439952785,0.1225077682187226,200-499
P54646,552,0.4592384843367522,0.10988630670499015,500-999
P54652,639,0.20585487955604176,0.1725985710311083,500-999
P54687,386,0.14174272817571554,0.07617613099768539,200-499
P54707,1039,0.17603800667750027,0.07035534656973098,>=1000
P54709,279,0.18107499754034379,0.09189494532204097,200-499
P54710,66,0.7889121012999734,0.11161704751048157,<200
P54725,363,0.7577038793863953,0.10406455358686421,200-499
P54727,409,0.7975543360804364,0.07365248308102082,200-499
P54750,535,0.3984067174408342,0.09282566628192636,500-999
P54753,998,0.22627196830313595,0.1373350079662492,500-999
P54756,1037,0.2821244043612711,0.14926970564480777,>=1000
P54760,987,0.24099596603558637,0.13810383738999796,500-999
P54762,984,0.20095985742417602,0.1336188147244144,500-999
P54764,986,0.20705011023866457,0.12466754741870893,500-999
P54792,670,0.7227552890080116,0.1571691212054089,500-999
P54793,590,0.2108878481718797,0.1082575218245111,500-999
P54802,743,0.07116330960627014,0.08137684875288177,500-999
P54803,685,0.11102835155705214,0.07703920675054717,500-999
P54819,239,0.20603777322131062,0.16274267619259697,200-499
P54821,245,0.8841323221282795,0.04391469421691191,200-499
P54826,345,0.6795324253460596,0.08901511667231121,200-499
P54829,565,0.6376534330209517,0.0975380093482614,500-999
P54840,703,0.28900798522753757,0.12143488725326926,500-999
P54845,237,0.8246673146477597,0.03993397767552088,200-499
P54849,157,0.12290782888537621,0.15079175630065517,<200
P54851,167,0.12543381838246434,0.13400828842102963,<200
P54852,163,0.08546830644365558,0.08479924095114227,<200
P54855,530,0.13586538660613762,0.05793464105926053,500-999
P54868,508,0.2069920251412857,0.12629028817491203,500-999
P54886,795,0.2010511011115335,0.10438545997796367,500-999
P54920,295,0.14751798875733022,0.11150348349648458,200-499
P54922,357,0.08304267000325684,0.10711672689704062,200-499
P55000,103,0.33941333670320956,0.11919876773167803,<200
P55001,183,0.7489171842232032,0.10829359100338302,<200
P55008,147,0.5844085034215661,0.17318580072613335,<200
P55010,431,0.6222340338014906,0.1351933734036277,200-499
P55011,1212,0.5233150243000853,0.0932704462971338,>=1000
P55017,1021,0.31948423849495705,0.10903297379310994,>=1000
P55036,377,0.6916668058551668,0.1296173013392082,200-499
P55039,364,0.26157992124921214,0.20902006843858084,200-499
P55040,296,0.6418609649837032,0.10868875506298963,200-499
P55042,308,0.6904555197715677,0.10795399715681554,200-499
P55055,460,0.5589422491493583,0.08630436846431061,200-499
P55056,127,0.6869645395639981,0.18083748815603082,<200
P55058,493,0.14543613018974338,0.07722528364943466,200-499
P55060,971,0.07561639196021418,0.06266120096300752,500-999
P55061,237,0.17933311858515275,0.14278768353427018,200-499
P55064,265,0.1735570251534812,0.1413804350757413,200-499
P55072,806,0.32327094553426505,0.1662532816391264,500-999
P55073,304,0.4443974364255184,0.1298010280278934,200-499
P55075,233,0.5151507535189127,0.11224496435632847,200-499
P55081,439,0.8655791873176711,0.08334464778692992,200-499
P55082,362,0.7284404407690678,0.1119052869875422,200-499
P55083,255,0.19035266149358143,0.12751039375506767,200-499
P55084,474,0.23199320348645347,0.1138767529544845,200-499
P55085,397,0.3386532691347592,0.1222750244294408,200-499
P55087,323,0.42224221798291306,0.14481983338049023,200-499
P55089,124,0.8542324979191392,0.06527943364650758,<200
P55103,352,0.33706108856950756,0.13826757549133814,200-499
P55107,478,0.620187470738768,0.19734142754329193,200-499
P55145,182,0.3809940344234982,0.18317498699689486,<200
P55157,894,0.14640866979514203,0.0853648459006768,500-999
P55160,1127,0.10153477056581664,0.05226182357880912,>=1000
P55196,1824,0.6331062925125719,0.20416163392659314,>=1000
P55197,1068,0.7816649574266967,0.24275218054438172,>=1000
P55198,1093,0.8017588156547071,0.23633160660167488,>=1000
P55199,621,0.7073357106052545,0.14876932791720393,500-999
P55201,1214,0.6319387090864733,0.19524105721943338,>=1000
P55209,391,0.6670481085367809,0.1544882951403269,200-499
P55210,303,0.4645131506805799,0.1563534824229968,200-499
P55211,416,0.4345339168377367,0.15224169102005536,200-499
P55212,293,0.3595370849519971,0.1788073753987699,200-499
P55259,537,0.3083221683859232,0.14668984558063383,500-999
P55263,362,0.1378479227723729,0.12486470324003501,200-499
P55265,1226,0.602607711761485,0.15827735935380652,>=1000
P55268,1798,0.2915992990289796,0.19688307459125054,>=1000
P55273,166,0.18335076232500885,0.16230697964588928,<200
P55283,916,0.49692596125131344,0.11763931266538252,500-999
P55285,790,0.4970687180145742,0.1220697354725544,500-999
P55286,799,0.4825992989969983,0.12411561716254177,500-999
P55287,796,0.49665928975129314,0.11743333885746952,500-999
P55289,794,0.4977391812652259,0.12247782293099053,500-999
P55290,713,0.20284964158009897,0.1405059977996898,500-999
P55291,814,0.5105956486381075,0.14037167749784307,500-999
P55316,489,0.8211069852465313,0.22019441282754934,200-499
P55317,472,0.8364576958534421,0.18098103116203154,200-499
P55318,350,0.8571734047608606,0.08134116262105973,200-499
P55327,224,0.9032948078664671,0.05442023082424506,200-499
P55344,173,0.13153922443377075,0.11241624315510079,<200
P55345,433,0.2306950509181854,0.12354181342391946,200-499
P55347,436,0.7922079338053728,0.11834922511928213,200-499
P55735,322,0.19124599707059167,0.11441038796679313,200-499
P55769,128,0.1619213156434286,0.16380567007085073,<200
P55771,341,0.8042254191096061,0.12385661584712893,200-499
P55773,120,0.6242150155180235,0.15648400315867958,<200
P55774,89,0.39957472824703505,0.21385009442708486,<200
P55786,919,0.06852368021498423,0.06277136733995879,500-999
P55789,205,0.6634185079688332,0.12008279294143534,200-499
P55795,449,0.6327063640526447,0.12137339153049752,200-499
P55808,180,0.9364847961795565,0.03592272101911005,<200
P55809,520,0.22149161433726347,0.10479417853690337,500-999
P55822,239,0.8164162765811046,0.08211576711885134,200-499
P55851,309,0.2636998752544695,0.12260167619114949,200-499
P55854,103,0.6383489772323235,0.18580782051481554,<200
P55884,814,0.5261700666259179,0.13503463758734705,500-999
P55895,527,0.4981346399402541,0.09310220523100061,500-999
P55899,365,0.4098326239286621,0.08130511045931287,200-499
P55916,312,0.22976959004495123,0.10842390069628514,200-499
P55957,195,0.5185177771946449,0.1918112467495711,<200
P56134,94,0.5133913651740541,0.2145369414047298,<200
P56159,465,0.47638673732186887,0.1297624943033498,200-499
P56177,255,0.8872231885244435,0.07848585641810403,200-499
P56178,289,0.9069847181594245,0.07219779277449652,200-499
P56179,175,0.8486014233801461,0.0699716694475979,<200
P56180,551,0.33105518675954415,0.08693426661336323,500-999
P56181,108,0.9164113360893756,0.11333369928517682,<200
P56182,461,0.6544259088387637,0.11133148467889083,200-499
P56192,900,0.22319917424276878,0.08512510522311953,500-999
P56199,1179,0.16968313220323983,0.11068658550666499,>=1000
P56202,376,0.3094615095370968,0.12362772570488527,200-499
P56211,112,0.9401881889440467,0.05635646051849777,<200
P56270,477,0.7990603692984576,0.1264214939607335,200-499
P56277,68,0.5156113955836666,0.17884689495316017,<200
P56278,107,0.40672332928428123,0.22261407493659893,<200
P56279,114,0.26415264609248607,0.24184571692644435,<200
P56282,527,0.1385201882166734,0.06449120349562505,500-999
P56373,397,0.3208118318947014,0.1110231537043325,200-499
P56377,157,0.18136488728131187,0.1534593719640867,<200
P56378,58,0.6017303921201683,0.23775076629522798,<200
P56381,51,0.6978876997059551,0.18583686707558886,<200
P56385,69,0.6381758775529419,0.17534607104794167,<200
P56470,323,0.2060633276485265,0.17850738447792044,200-499
P56524,1084,0.6562381209437855,0.21553723757688492,>=1000
P56537,245,0.1429086860871216,0.11289938867329269,200-499
P56539,151,0.4883629372900654,0.20625903841563065,<200
P56545,445,0.4175728135846336,0.14956765675795364,200-499
P56555,118,0.8058277875958648,0.12204367976144029,<200
P56556,128,0.43421462515535025,0.17251323433771273,<200
P56557,158,0.3108321096300719,0.15476026059142736,<200
P56559,192,0.19423687018795913,0.1225464468439381,<200
P56589,373,0.2423575919143352,0.12733235487265482,200-499
P56597,212,0.20674081044730017,0.12331025513411363,200-499
P56645,1201,0.7383409059403795,0.09509635206609607,>=1000
P56693,466,0.8926212097108173,0.10213427721025217,200-499
P56696,695,0.637731982581213,0.17363392702633806,500-999
P56703,355,0.2400090072428642,0.09298950522107212,200-499
P56704,352,0.2317720424727622,0.09943215210964798,200-499
P56705,351,0.22730269489071406,0.10484845174077491,200-499
P56706,349,0.21877261827539077,0.10217390632003591,200-499
P56715,2156,0.8001637618737688,0.19423276203826295,>=1000
P56730,875,0.2566590097911975,0.10649667010518173,500-999
P56746,228,0.40913183806772724,0.1292403211762496,200-499
P56747,220,0.3650295616554448,0.10966517799109368,200-499
P56748,225,0.35900600541855193,0.12420822403959395,200-499
P56749,244,0.3859123823165224,0.1444325781118739,200-499
P56750,224,0.3438848169754794,0.11750982379441459,200-499
P56817,501,0.2714332961868742,0.08988141637977655,500-999
P56851,147,0.2573708871181878,0.17478834180232755,<200
P56856,261,0.5193440842055128,0.140831906520899,200-499
P56880,219,0.3800605869789075,0.13476749096294083,200-499
P56915,257,0.8805247705582535,0.06941444306174968,200-499
P56937,341,0.1107437139763086,0.07798469141920068,200-499
P56945,870,0.781597695092578,0.12176266899583635,500-999
P56962,302,0.6888385373341543,0.11554296301207023,200-499
P56975,720,0.8674655765541346,0.08930875908810273,500-999
P57052,281,0.8134919222293735,0.05676132752576839,200-499
P57053,126,0.6358441994489112,0.1698328103746968,<200
P57054,158,0.5203410887040679,0.1719108894271161,<200
P57055,190,0.9101991924224851,0.1555746630655475,<200
P57057,533,0.34048138302878567,0.11005731267248488,500-999
P57058,714,0.6906243429820083,0.0709283801332925,500-999
P57059,783,0.6641451176561468,0.14218258517915275,500-999
P57060,319,0.3298277530487772,0.14881004994606745,200-499
P57071,1141,0.6024943397653882,0.1756937520235999,>=1000
P57073,446,0.8888080287152268,0.10513137693233855,200-499
P57075,661,0.25324719561064085,0.11411047116194413,500-999
P57076,290,0.41451089220995646,0.23948242395332414,200-499
P57077,142,0.6598966047918339,0.1549788838436507,<200
P57078,832,0.3788414243799178,0.10118196943508355,500-999
P57081,412,0.25306357122446305,0.09958742880189801,200-499
P57082,545,0.7425036963925666,0.15386990346484036,500-999
P57086,179,0.8390501777505545,0.09073343008176972,<200
P57087,298,0.42658680494050844,0.11741448087922332,200-499
P57088,247,0.1345407069265581,0.07341025385567669,200-499
P57103,927,0.4045804054550374,0.17549734082889445,500-999
P57105,145,0.47682922253734056,0.13314979654739495,<200
P57678,1058,0.10815170528788318,0.08492994809227301,>=1000
P57679,992,0.5107601324734837,0.10836707810649353,500-999
P57682,345,0.8736232850178015,0.0872834662517926,200-499
P57721,371,0.5927986547018731,0.08378556643034728,200-499
P57723,403,0.6067633235447215,0.09963144762260531,200-499
P57727,454,0.242690547537307,0.10005217341021679,200-499
P57729,211,0.29547685276874425,0.14805665075733776,200-499
P57730,90,0.15859797712173382,0.17876050390787757,<200
P57735,213,0.3862400336557315,0.14279516510426946,200-499
P57737,925,0.32635909687062065,0.16359307720977204,500-999
P57738,103,0.737558634822832,0.16456988313487458,<200
P57739,230,0.40680029972259546,0.13476527235191485,200-499
P57740,925,0.4299119763835556,0.06747376719342348,500-999
P57764,484,0.4714535312263768,0.17511053708095028,200-499
P57768,344,0.7777901966405127,0.12339040183375154,200-499
P57771,180,0.4582477618598627,0.1541060590492213,<200
P57772,596,0.3234756455617275,0.13035374945713,500-999
P57773,515,0.7189572989884419,0.10492532803275287,500-999
P57775,412,0.13715817313923476,0.04606078781192014,200-499
P57789,538,0.674199228287785,0.06852329076790879,500-999
P57796,275,0.7462304736759054,0.10454761221890495,200-499
P58004,480,0.4626181692354921,0.1403238716995387,200-499
P58005,492,0.4326680043265378,0.16284184476975677,200-499
P58012,376,0.8294033459072182,0.13918302552929077,200-499
P58062,85,0.47089685369655054,0.21605100535158794,<200
P58107,5088,0.3035722929473837,0.12403009431427657,>=1000
P58166,350,0.38946246032353055,0.15956506112667582,200-499
P58170,312,0.17220992305762037,0.1493132842093336,200-499
P58173,313,0.09980273593334736,0.11436530340778597,200-499
P58180,307,0.09451760139625189,0.09221060344566974,200-499
P58181,314,0.09552060571592492,0.08707124601181235,200-499
P58182,307,0.08191990916511266,0.11905873564121258,200-499
P58215,753,0.2259754718604731,0.10452178235730673,500-999
P58294,105,0.424490147305467,0.11687240387341019,<200
P58304,361,0.8776175517480962,0.05287939085441864,200-499
P58317,390,0.6228880408822891,0.14448345829615936,200-499
P58335,489,0.5085072707669659,0.08035124784163296,200-499
P58340,268,0.798739424496952,0.1289161852201806,200-499
P58397,1594,0.468129131682479,0.17750662818009091,>=1000
P58417,271,0.6626235253211951,0.1305718369791802,200-499
P58418,232,0.2202200273797687,0.11932379704434697,200-499
P58499,235,0.3804791538947413,0.08055166824630834,200-499
P58505,322,0.8783594616388661,0.13263367469039522,200-499
P58511,58,0.612024201537893,0.1886034864448963,<200
P58512,204,0.8452702338057168,0.20735094128998022,200-499
P58513,81,0.6832821643030244,0.20707948948959867,<200
P58546,118,0.13629755682200267,0.17927119133056804,<200
P58549,80,0.8520933396952188,0.07429783261697061,<200
P58550,94,0.7643021223495964,0.16237822208619188,<200
P58557,167,0.15518975108977065,0.17022251326770407,<200
P58658,441,0.5920395704766668,0.09728607035420073,200-499
P58743,744,0.3043876207668647,0.08689372173481728,500-999
P58753,221,0.6414379466746375,0.13032832651086942,200-499
P58872,404,0.34810695975380457,0.1402995518907809,200-499
P58876,126,0.6323825289025762,0.1857928301103484,<200
P59020,149,0.8112762251057435,0.1819517028539938,<200
P59022,87,0.6031359859898082,0.2683490897377549,<200
P59025,263,0.49496009742272573,0.15827790476987158,200-499
P59036,64,0.8022274545747777,0.16275481794172592,<200
P59037,77,0.6803890117459291,0.16966096943855782,<200
P59044,892,0.3147272936814035,0.10569585702524693,500-999
P59045,1033,0.11254214340372153,0.06971176806421187,>=1000
P59046,1061,0.16283522824337193,0.07213666134024946,>=1000
P59047,1200,0.268879179121112,0.08036564140281646,>=1000
P59052,145,0.7557777874301042,0.1613996947983717,<200
P59074,171,0.8246233648314261,0.117265766963423,<200
P59091,139,0.771657702433104,0.19358007269919053,<200
P59095,220,0.1545894703985655,0.12038793281584848,200-499
P59103,153,0.6489118683439696,0.13158149352744086,<200
P59190,212,0.361456367092204,0.17353893347067134,200-499
P59282,170,0.6158597313467165,0.2370945058860064,<200
P59510,1910,0.3036483035829607,0.16618206832552684,>=1000
P59533,333,0.21410112871775822,0.20384813667146556,200-499
P59534,338,0.2650382918234116,0.1945148449328675,200-499
P59535,323,0.25858560846684486,0.20352456919280654,200-499
P59536,307,0.15350020920099197,0.1977855589298944,200-499
P59537,309,0.16982632591353353,0.17990107510301234,200-499
P59538,309,0.17326895540928108,0.17897862748342838,200-499
P59539,299,0.13640886918901743,0.1772648560718624,200-499
P59540,309,0.1583422587101492,0.17935325766134957,200-499
P59541,319,0.18421030205632227,0.1845365192822717,200-499
P59542,299,0.1486484897276111,0.20333460401474607,200-499
P59543,309,0.17111132974113863,0.19660285224611845,200-499
P59544,299,0.14354619609395539,0.19346524132835266,200-499
P59551,318,0.18880564751488355,0.1832702154799427,200-499
P59646,89,0.7557573305931597,0.1775874889208873,<200
P59665,94,0.7385599994987295,0.18938266305238,<200
P59666,94,0.734487118486869,0.18411585212259635,<200
P59768,71,0.5850220613541194,0.22827755301094457,<200
P59773,190,0.7744877976410491,0.08730899838530215,<200
P59780,193,0.41499267783427396,0.19106436713961705,<200
P59796,221,0.16554820454361766,0.09462749901172361,200-499
P59797,346,0.8268381614865911,0.16308017615605755,200-499
P59817,542,0.7640790852241784,0.13972057790978729,500-999
P59826,472,0.18132581910585455,0.07674602145559248,200-499
