cluster_repr	member	best_repr	member_quality	best_repr_quality	quality_diff_vs_mmseqs	member_tier	member_ID	n_bb_pos	n_bb_types	max_potenci_off	max_lacs_off
18399_1_1_1	18399_1_1_1	18399_1_1_1	4000462.0	4000462.0	0.0	strict	18399_1_1_1	77.0	6.0	0.0	0.91
18399_1_1_1	36012_1_1_1	18399_1_1_1	4000462.0	4000462.0	0.0	strict	36012_1_1_1	77.0	6.0	0.0	0.92
1839_1_1_1	1839_1_1_1	1839_1_1_1	2000012.0	2000012.0	0.0	tolerant	1839_1_1_1	4.0	3.0	0.0	0.0
1839_1_1_1	19884_1_1_1	1839_1_1_1	1001355.0	2000012.0	998657.0	unfiltered	19884_1_1_1	271.0	5.0	0.0	1.06
18405_1_1_1	18405_1_1_1	18405_1_1_1	3000090.0	3000090.0	0.0	moderate	18405_1_1_1	18.0	5.0	0.0	0.0
18407_1_1_1	18407_1_1_1	18407_1_1_1	1000088.0	1000088.0	0.0	unfiltered	18407_1_1_1	22.0	4.0	0.0	0.0
18408_1_1_1	18408_1_1_1	18408_1_1_1	1000060.05522671	1000060.05522671	0.0	unfiltered	18408_1_1_1	23.0	3.0	8.94477329	0.0
18409_1_1_1	18409_1_1_1	18409_1_1_1	3000081.0	3000081.0	0.0	moderate	18409_1_1_1	27.0	3.0	0.0	0.0
18410_1_1_1	18410_1_1_1	18410_1_1_1	2000044.0	2000044.0	0.0	tolerant	18410_1_1_1	22.0	2.0	0.0	0.0
18411_1_1_1	18411_1_1_1	18411_1_1_1	4001064.0	4001064.0	0.0	strict	18411_1_1_1	152.0	7.0	0.0	0.45
18412_1_1_1	18412_1_1_1	18412_1_1_1	3000765.2594742877	3000765.2594742877	0.0	moderate	18412_1_1_1	128.0	6.0	2.7405257124	0.87
18415_1_1_1	18415_1_1_1	18415_1_1_1	3001029.0	3001029.0	0.0	moderate	18415_1_1_1	147.0	7.0	0.0	0.35
18416_1_1_1	18416_1_1_1	18416_1_1_1	2000467.408673574	2000467.408673574	0.0	tolerant	18416_1_1_1	94.0	5.0	2.5913264259	1.81
18419_1_1_1	18419_1_1_1	18419_1_1_1	2000242.6419011736	2000242.6419011736	0.0	tolerant	18419_1_1_1	122.0	2.0	1.3580988265	2.21
18420_1_1_1	18420_1_1_1	18420_1_1_1	3000063.0	3000063.0	0.0	moderate	18420_1_1_1	21.0	3.0	0.0	0.0
18421_1_1_1	18421_1_1_1	18421_1_1_1	4001038.010259392	4001038.010259392	0.0	strict	18421_1_1_1	208.0	5.0	1.9897406082	0.86
18421_1_1_1	18815_1_1_1	18421_1_1_1	3001122.9039730164	4001038.010259392	999915.1062863758	moderate	18815_1_1_1	225.0	5.0	2.0960269834	1.5
18428_1_1_1	18428_1_1_1	18428_1_1_1	2001293.668294416	2001293.668294416	0.0	tolerant	18428_1_1_1	216.0	6.0	2.3317055841	1.25
18432_1_1_1	18432_1_1_1	18432_1_1_1	2000791.0	2000791.0	0.0	tolerant	18432_1_1_1	113.0	7.0	0.0	0.77
18435_1_1_1	18435_1_1_1	18435_1_1_1	2000627.8274051852	2000627.8274051852	0.0	tolerant	18435_1_1_1	126.0	5.0	2.1725948147	1.54
18435_1_1_1	51797_1_1_1	18435_1_1_1	2000406.3795886524	2000627.8274051852	221.4478165328037	tolerant	51797_1_1_1	136.0	3.0	1.6204113475	2.1
18440_1_1_1	18440_1_1_1	18440_1_1_1	3000115.0	3000115.0	0.0	moderate	18440_1_1_1	23.0	5.0	0.0	0.0
18443_1_1_1	18443_1_1_1	18443_1_1_1	3000868.0	3000868.0	0.0	moderate	18443_1_1_1	124.0	7.0	0.0	1.02
18445_1_1_1	18445_1_1_1	18445_1_1_1	2000321.0	2000321.0	0.0	tolerant	18445_1_1_1	107.0	3.0	0.0	0.52
18449_1_1_1	18449_1_1_1	18449_1_1_1	3000231.0	3000231.0	0.0	moderate	18449_1_1_1	33.0	7.0	0.0	3.68
18455_1_1_1	18455_1_1_1	18455_1_1_1	3000637.0	3000637.0	0.0	moderate	18455_1_1_1	91.0	7.0	0.0	0.79
18455_1_1_1	18431_1_1_1	18455_1_1_1	3000603.0109231854	3000637.0	33.989076814614236	moderate	18431_1_1_1	101.0	6.0	2.9890768147	0.58
18459_1_1_1	18459_1_1_1	18459_1_1_1	2000711.5138861816	2000711.5138861816	0.0	tolerant	18459_1_1_1	119.0	6.0	2.4861138185	1.19
18463_1_1_1	18463_1_1_1	18463_1_1_1	3000234.0	3000234.0	0.0	moderate	18463_1_1_1	39.0	6.0	0.0	0.0
18468_1_1_1	18468_1_1_1	18468_1_1_1	4000593.041343264	4000593.041343264	0.0	strict	18468_1_1_1	85.0	7.0	1.958656736	0.36
18469_1_1_1	17175_1_1_1	17175_1_1_1	3000560.0	3000560.0	0.0	moderate	17175_1_1_1	80.0	7.0	0.0	0.66
18469_1_1_1	18469_1_1_1	17175_1_1_1	3000511.0	3000560.0	49.0	moderate	18469_1_1_1	73.0	7.0	0.0	0.34
18471_1_1_1	18471_1_1_1	18471_1_1_1	2000545.0	2000545.0	0.0	tolerant	18471_1_1_1	109.0	5.0	0.0	3.01
18472_1_1_1	18472_1_1_1	18472_1_1_1	3000502.2305689165	3000502.2305689165	0.0	moderate	18472_1_1_1	101.0	5.0	2.7694310834	1.27
18474_1_1_1	18474_1_1_1	18474_1_1_1	2000444.0	2000444.0	0.0	tolerant	18474_1_1_1	111.0	4.0	0.0	1.32
18475_1_1_1	18475_1_1_1	18475_1_1_1	2000342.4380954236	2000342.4380954236	0.0	tolerant	18475_1_1_1	69.0	5.0	2.5619045764	1.12
18477_1_1_1	18477_1_1_1	18477_1_1_1	2000300.0	2000300.0	0.0	tolerant	18477_1_1_1	150.0	2.0	0.0	0.0
18484_1_1_1	18484_1_1_1	18484_1_1_1	2000382.319601509	2000382.319601509	0.0	tolerant	18484_1_1_1	96.0	4.0	1.680398491	2.66
18485_1_1_1	18485_1_1_1	18485_1_1_1	3000756.0	3000756.0	0.0	moderate	18485_1_1_1	108.0	7.0	0.0	0.41
18487_1_1_1	18487_1_1_1	18487_1_1_1	3000654.0	3000654.0	0.0	moderate	18487_1_1_1	109.0	6.0	0.0	1.05
18488_1_1_1	18488_1_1_1	18488_1_1_1	3000802.333085784	3000802.333085784	0.0	moderate	18488_1_1_1	115.0	7.0	2.6669142163	1.23
18488_1_1_1	18486_1_1_1	18488_1_1_1	2000699.413062749	3000802.333085784	1000102.9200230353	tolerant	18486_1_1_1	117.0	6.0	2.5869372511	0.68
18489_1_1_1	18489_1_1_1	18489_1_1_1	3000672.0	3000672.0	0.0	moderate	18489_1_1_1	96.0	7.0	0.0	0.73
18491_1_1_1	18491_1_1_1	18491_1_1_1	3000180.0	3000180.0	0.0	moderate	18491_1_1_1	60.0	3.0	0.0	0.0
18492_1_1_1	18492_1_1_1	18492_1_1_1	3000434.0	3000434.0	0.0	moderate	18492_1_1_1	62.0	7.0	0.0	0.61
18494_1_1_1	18494_1_1_1	18494_1_1_1	2000232.0	2000232.0	0.0	tolerant	18494_1_1_1	58.0	4.0	0.0	3.08
18495_1_1_1	18495_1_1_1	18495_1_1_1	3000437.6323462194	3000437.6323462194	0.0	moderate	18495_1_1_1	110.0	4.0	2.3676537808	0.0
18504_1_1_1	18504_1_1_1	18504_1_1_1	4000931.0	4000931.0	0.0	strict	18504_1_1_1	133.0	7.0	0.0	1.07
18507_1_1_1	18507_1_1_1	18507_1_1_1	2000615.4505166016	2000615.4505166016	0.0	tolerant	18507_1_1_1	103.0	6.0	2.5494833983	1.8
18511_1_1_1	18511_1_1_1	18511_1_1_1	3000553.0	3000553.0	0.0	moderate	18511_1_1_1	79.0	7.0	0.0	3.25
18517_1_1_1	18517_1_1_1	18517_1_1_1	3001530.686509941	3001530.686509941	0.0	moderate	18517_1_1_1	219.0	7.0	2.3134900594	0.5
18519_1_1_1	18519_1_1_1	18519_1_1_1	4000090.0	4000090.0	0.0	strict	18519_1_1_1	18.0	5.0	0.0	0.0
18522_1_1_1	18522_1_1_1	18522_1_1_1	2000770.0	2000770.0	0.0	tolerant	18522_1_1_1	110.0	7.0	0.0	0.29
18527_1_1_1	18527_1_1_1	18527_1_1_1	1000157.285926264	1000157.285926264	0.0	unfiltered	18527_1_1_1	54.0	3.0	4.7140737361	0.0
18528_1_1_1	18528_1_1_1	18528_1_1_1	2000088.238863972	2000088.238863972	0.0	tolerant	18528_1_1_1	45.0	2.0	1.7611360277	0.0
18530_1_1_1	18530_1_1_1	18530_1_1_1	3000889.0	3000889.0	0.0	moderate	18530_1_1_1	127.0	7.0	0.0	1.04
18533_1_1_1	18533_1_1_1	18533_1_1_1	4000966.0	4000966.0	0.0	strict	18533_1_1_1	161.0	6.0	0.0	0.49
18533_1_1_1	6722_1_1_1	18533_1_1_1	3000800.0	4000966.0	1000166.0	moderate	6722_1_1_1	160.0	5.0	0.0	0.56
18535_1_1_1	18535_1_1_1	18535_1_1_1	4000616.0	4000616.0	0.0	strict	18535_1_1_1	88.0	7.0	0.0	0.61
18538_1_1_1	18538_1_1_1	18538_1_1_1	3000105.0	3000105.0	0.0	moderate	18538_1_1_1	21.0	5.0	0.0	0.0
18538_1_1_1	18537_1_1_1	18538_1_1_1	2000057.4268368569	3000105.0	1000047.5731631431	tolerant	18537_1_1_1	15.0	4.0	2.5731631432	0.0
18539_1_1_1	18539_1_1_1	18539_1_1_1	4000816.0	4000816.0	0.0	strict	18539_1_1_1	136.0	6.0	0.0	0.36
18540_1_1_1	25762_1_1_1	25762_1_1_1	3000901.057328776	3000901.057328776	0.0	moderate	25762_1_1_1	129.0	7.0	1.942671224	1.55
18540_1_1_1	18540_1_1_1	25762_1_1_1	3000711.2634565705	3000901.057328776	189.79387220554054	moderate	18540_1_1_1	119.0	6.0	2.7365434296	1.16
18540_1_1_1	18541_1_1_1	25762_1_1_1	3000693.643243084	3000901.057328776	207.41408569179475	moderate	18541_1_1_1	116.0	6.0	2.3567569157	0.94
18542_1_1_1	18542_1_1_1	18542_1_1_1	3000112.0	3000112.0	0.0	moderate	18542_1_1_1	28.0	4.0	0.0	0.0
18547_1_1_1	18547_1_1_1	18547_1_1_1	2000902.2540984785	2000902.2540984785	0.0	tolerant	18547_1_1_1	181.0	5.0	2.7459015215	1.14
18548_1_1_1	18548_1_1_1	18548_1_1_1	4000966.0	4000966.0	0.0	strict	18548_1_1_1	138.0	7.0	0.0	0.79
18548_1_1_1	18137_1_1_1	18548_1_1_1	2000336.0	4000966.0	2000630.0	tolerant	18137_1_1_1	112.0	3.0	0.0	0.43
18552_1_1_1	18552_1_1_1	18552_1_1_1	2000873.1916381968	2000873.1916381968	0.0	tolerant	18552_1_1_1	146.0	6.0	2.8083618033	2.81
18553_1_1_1	18553_1_1_1	18553_1_1_1	2000695.0	2000695.0	0.0	tolerant	18553_1_1_1	139.0	5.0	0.0	2.35
18560_1_1_1	19077_1_1_1	19077_1_1_1	3000851.6484069163	3000851.6484069163	0.0	moderate	19077_1_1_1	122.0	7.0	2.3515930836	1.04
18560_1_1_1	18560_1_1_1	19077_1_1_1	3000767.547409225	3000851.6484069163	84.10099769150838	moderate	18560_1_1_1	110.0	7.0	2.452590775	1.14
18562_1_1_1	18562_1_1_1	18562_1_1_1	4000567.0	4000567.0	0.0	strict	18562_1_1_1	81.0	7.0	0.0	0.69
18563_1_1_1	18563_1_1_1	18563_1_1_1	3000623.0	3000623.0	0.0	moderate	18563_1_1_1	89.0	7.0	0.0	2.01
18565_1_1_1	18565_1_1_1	18565_1_1_1	4000602.0	4000602.0	0.0	strict	18565_1_1_1	86.0	7.0	0.0	0.5
18568_1_1_1	18568_1_1_1	18568_1_1_1	3000190.0	3000190.0	0.0	moderate	18568_1_1_1	38.0	5.0	0.0	0.54
18569_1_1_1	18569_1_1_1	18569_1_1_1	4000791.0	4000791.0	0.0	strict	18569_1_1_1	113.0	7.0	0.0	0.93
18569_1_1_1	27193_1_1_1	18569_1_1_1	2000216.0	4000791.0	2000575.0	tolerant	27193_1_1_1	108.0	2.0	0.0	0.0
1856_1_1_1	1856_1_1_1	1856_1_1_1	1000004.0	1000004.0	0.0	unfiltered	1856_1_1_1	4.0	1.0	0.0	0.0
18571_1_1_1	18571_1_1_1	18571_1_1_1	3000525.0	3000525.0	0.0	moderate	18571_1_1_1	75.0	7.0	0.0	0.5
18574_1_1_1	18574_1_1_1	18574_1_1_1	4001253.0	4001253.0	0.0	strict	18574_1_1_1	179.0	7.0	0.0	0.96
18574_1_1_1	18575_1_1_1	18574_1_1_1	4001253.0	4001253.0	0.0	strict	18575_1_1_1	179.0	7.0	0.0	1.23
18574_1_1_1	17647_1_1_1	18574_1_1_1	3000750.0	4001253.0	1000503.0	moderate	17647_1_1_1	150.0	5.0	0.0	1.56
18576_1_1_1	18576_1_1_1	18576_1_1_1	3000530.0	3000530.0	0.0	moderate	18576_1_1_1	106.0	5.0	0.0	2.3
18581_1_1_1	18581_1_1_1	18581_1_1_1	3000343.0	3000343.0	0.0	moderate	18581_1_1_1	49.0	7.0	0.0	0.78
18587_1_1_1	18587_1_1_1	18587_1_1_1	2000670.41036694	2000670.41036694	0.0	tolerant	18587_1_1_1	112.0	6.0	1.5896330599	0.94
18588_1_1_1	18588_1_1_1	18588_1_1_1	3001570.0	3001570.0	0.0	moderate	18588_1_1_1	314.0	5.0	0.0	0.88
18589_1_1_1	18589_1_1_1	18589_1_1_1	3000651.0	3000651.0	0.0	moderate	18589_1_1_1	93.0	7.0	0.0	0.42
18590_1_1_1	18590_1_1_1	18590_1_1_1	2000084.0	2000084.0	0.0	tolerant	18590_1_1_1	28.0	3.0	0.0	0.0
18595_1_1_1	18595_1_1_1	18595_1_1_1	1000820.0	1000820.0	0.0	unfiltered	18595_1_1_1	205.0	4.0	0.0	0.42
18598_1_1_1	18598_1_1_1	18598_1_1_1	3000505.0	3000505.0	0.0	moderate	18598_1_1_1	101.0	5.0	0.0	0.58
18599_1_1_1	18599_1_1_1	18599_1_1_1	4000875.0	4000875.0	0.0	strict	18599_1_1_1	125.0	7.0	0.0	0.8
1859_1_1_1	1859_1_1_1	1859_1_1_1	1000003.0	1000003.0	0.0	unfiltered	1859_1_1_1	3.0	1.0	0.0	0.0
18600_2_1_1	18600_2_1_1	18600_2_1_1	4000238.0	4000238.0	0.0	strict	18600_2_1_1	34.0	7.0	0.0	1.12
18601_1_1_1	18601_1_1_1	18601_1_1_1	3001120.0	3001120.0	0.0	moderate	18601_1_1_1	280.0	4.0	0.0	2.18
18604_1_1_1	18604_1_1_1	18604_1_1_1	4000868.0	4000868.0	0.0	strict	18604_1_1_1	124.0	7.0	0.0	0.75
18605_1_1_1	18605_1_1_1	18605_1_1_1	2000642.0	2000642.0	0.0	tolerant	18605_1_1_1	107.0	6.0	0.0	0.34
18606_1_1_1	18606_1_1_1	18606_1_1_1	4000462.0	4000462.0	0.0	strict	18606_1_1_1	77.0	6.0	0.0	1.23
18607_1_1_1	18607_1_1_1	18607_1_1_1	4000539.0	4000539.0	0.0	strict	18607_1_1_1	77.0	7.0	0.0	1.23
18612_1_1_1	18612_1_1_1	18612_1_1_1	3000915.9692740855	3000915.9692740855	0.0	moderate	18612_1_1_1	153.0	6.0	2.0307259147	1.22
18613_1_1_1	18613_1_1_1	18613_1_1_1	4001014.0	4001014.0	0.0	strict	18613_1_1_1	169.0	6.0	0.0	1.51
18613_1_1_1	52671_1_1_1	18613_1_1_1	3001278.641352157	4001014.0	999735.3586478429	moderate	52671_1_1_1	183.0	7.0	2.3586478428	0.86
18614_1_1_1	18614_1_1_1	18614_1_1_1	2000245.0	2000245.0	0.0	tolerant	18614_1_1_1	49.0	5.0	0.0	0.97
18618_1_1_1	18618_1_1_1	18618_1_1_1	3000108.0	3000108.0	0.0	moderate	18618_1_1_1	18.0	6.0	0.0	0.0
18620_1_1_1	18620_1_1_1	18620_1_1_1	3000676.6458559227	3000676.6458559227	0.0	moderate	18620_1_1_1	97.0	7.0	2.3541440774	0.7
18621_1_1_1	18621_1_1_1	18621_1_1_1	4000609.0	4000609.0	0.0	strict	18621_1_1_1	87.0	7.0	0.0	1.1
18624_1_1_1	18624_1_1_1	18624_1_1_1	4000777.0	4000777.0	0.0	strict	18624_1_1_1	111.0	7.0	0.0	0.26
18628_1_1_1	18628_1_1_1	18628_1_1_1	3001008.0	3001008.0	0.0	moderate	18628_1_1_1	144.0	7.0	0.0	1.1
18634_1_1_1	18634_1_1_1	18634_1_1_1	3000301.0	3000301.0	0.0	moderate	18634_1_1_1	43.0	7.0	0.0	0.92
18635_1_1_1	18635_1_1_1	18635_1_1_1	2000204.0	2000204.0	0.0	tolerant	18635_1_1_1	34.0	6.0	0.0	0.0
18636_1_1_1	18636_1_1_1	18636_1_1_1	4000896.0	4000896.0	0.0	strict	18636_1_1_1	128.0	7.0	0.0	0.55
18636_1_1_1	18254_1_1_1	18636_1_1_1	2000212.0	4000896.0	2000684.0	tolerant	18254_1_1_1	106.0	2.0	0.0	0.0
18637_2_1_1	18637_2_1_1	18637_2_1_1	4001092.0	4001092.0	0.0	strict	18637_2_1_1	156.0	7.0	0.0	0.63
18647_1_1_1	18647_1_1_1	18647_1_1_1	4001512.0	4001512.0	0.0	strict	18647_1_1_1	216.0	7.0	0.0	1.11
18653_1_1_1	18653_1_1_1	18653_1_1_1	3000952.0	3000952.0	0.0	moderate	18653_1_1_1	136.0	7.0	0.0	2.12
18655_1_1_1	18655_1_1_1	18655_1_1_1	3000120.0	3000120.0	0.0	moderate	18655_1_1_1	30.0	4.0	0.0	0.0
18662_1_1_1	18662_1_1_1	18662_1_1_1	3000406.0	3000406.0	0.0	moderate	18662_1_1_1	58.0	7.0	0.0	0.3
18663_1_1_1	18663_1_1_1	18663_1_1_1	2000997.5976700997	2000997.5976700997	0.0	tolerant	18663_1_1_1	200.0	5.0	2.4023299003	0.23
18665_1_1_1	18665_1_1_1	18665_1_1_1	4000600.0	4000600.0	0.0	strict	18665_1_1_1	120.0	5.0	0.0	2.98
18668_1_1_1	18668_1_1_1	18668_1_1_1	4000380.0	4000380.0	0.0	strict	18668_1_1_1	76.0	5.0	0.0	0.27
18669_1_1_1	18342_1_1_1	18342_1_1_1	3000613.5105215977	3000613.5105215977	0.0	moderate	18342_1_1_1	88.0	7.0	2.4894784025	0.96
18669_1_1_1	18669_1_1_1	18342_1_1_1	3000474.0	3000613.5105215977	139.5105215976946	moderate	18669_1_1_1	79.0	6.0	0.0	1.54
18670_1_1_1	18670_1_1_1	18670_1_1_1	3000483.0	3000483.0	0.0	moderate	18670_1_1_1	69.0	7.0	0.0	0.72
18672_1_1_1	18672_1_1_1	18672_1_1_1	3000690.677008788	3000690.677008788	0.0	moderate	18672_1_1_1	99.0	7.0	2.3229912119	0.98
18673_1_1_1	18673_1_1_1	18673_1_1_1	3000753.502062214	3000753.502062214	0.0	moderate	18673_1_1_1	108.0	7.0	2.4979377857	0.75
18676_1_1_1	18676_1_1_1	18676_1_1_1	3000460.8278308725	3000460.8278308725	0.0	moderate	18676_1_1_1	77.0	6.0	1.1721691276	0.44
18681_1_1_1	18681_1_1_1	18681_1_1_1	3001086.0	3001086.0	0.0	moderate	18681_1_1_1	181.0	6.0	0.0	0.18
18684_1_1_1	5264_1_1_1	5264_1_1_1	3000129.0	3000129.0	0.0	moderate	5264_1_1_1	43.0	3.0	0.0	0.0
18684_1_1_1	18684_1_1_1	5264_1_1_1	3000087.0	3000129.0	42.0	moderate	18684_1_1_1	29.0	3.0	0.0	0.0
18691_1_1_1	18691_1_1_1	18691_1_1_1	4000448.0	4000448.0	0.0	strict	18691_1_1_1	112.0	4.0	0.0	0.13
18692_1_1_1	18692_1_1_1	18692_1_1_1	4000518.0	4000518.0	0.0	strict	18692_1_1_1	74.0	7.0	0.0	1.75
18693_1_1_1	18693_1_1_1	18693_1_1_1	2000711.292527364	2000711.292527364	0.0	tolerant	18693_1_1_1	102.0	7.0	2.7074726361	1.58
1869_1_1_1	1869_1_1_1	1869_1_1_1	3000232.2130961665	3000232.2130961665	0.0	moderate	1869_1_1_1	78.0	3.0	1.7869038333	0.0
186_1_1_1	186_1_1_1	186_1_1_1	1000024.0	1000024.0	0.0	unfiltered	186_1_1_1	12.0	2.0	0.0	0.0
18701_1_1_1	18701_1_1_1	18701_1_1_1	4001036.0	4001036.0	0.0	strict	18701_1_1_1	148.0	7.0	0.0	0.51
18704_1_1_1	18704_1_1_1	18704_1_1_1	4000585.0	4000585.0	0.0	strict	18704_1_1_1	117.0	5.0	0.0	2.46
18707_1_1_1	18707_1_1_1	18707_1_1_1	4000498.0	4000498.0	0.0	strict	18707_1_1_1	83.0	6.0	0.0	0.42
18711_1_1_1	18711_1_1_1	18711_1_1_1	4000582.0	4000582.0	0.0	strict	18711_1_1_1	97.0	6.0	0.0	0.48
18712_1_1_1	18712_1_1_1	18712_1_1_1	3000834.0	3000834.0	0.0	moderate	18712_1_1_1	139.0	6.0	0.0	0.85
18713_1_1_1	18713_1_1_1	18713_1_1_1	2000696.0	2000696.0	0.0	tolerant	18713_1_1_1	116.0	6.0	0.0	0.57
18717_1_1_1	18717_1_1_1	18717_1_1_1	3000896.0	3000896.0	0.0	moderate	18717_1_1_1	128.0	7.0	0.0	0.42
18718_1_1_1	18718_1_1_1	18718_1_1_1	2000068.0	2000068.0	0.0	tolerant	18718_1_1_1	34.0	2.0	0.0	0.0
18725_1_1_1	18725_1_1_1	18725_1_1_1	3000571.4951427975	3000571.4951427975	0.0	moderate	18725_1_1_1	82.0	7.0	2.5048572024	2.75
18728_1_1_1	18728_1_1_1	18728_1_1_1	3001264.0930234096	3001264.0930234096	0.0	moderate	18728_1_1_1	181.0	7.0	2.9069765904	1.06
18728_1_1_1	53413_1_1_1	18728_1_1_1	2000745.1138716447	3001264.0930234096	1000518.9791517649	tolerant	53413_1_1_1	187.0	4.0	2.8861283552	1.93
18728_1_1_1	50254_1_1_1	18728_1_1_1	2000717.3401404985	3001264.0930234096	1000546.7528829111	tolerant	50254_1_1_1	180.0	4.0	2.6598595016	0.97
18728_1_1_1	53410_1_1_1	18728_1_1_1	2000561.5659587684	3001264.0930234096	1000702.5270646412	tolerant	53410_1_1_1	188.0	3.0	2.4340412317	2.07
18729_1_1_1	26004_1_1_1	26004_1_1_1	4000238.0	4000238.0	0.0	strict	26004_1_1_1	34.0	7.0	0.0	0.73
18729_1_1_1	18729_1_1_1	26004_1_1_1	4000210.0	4000238.0	28.0	strict	18729_1_1_1	30.0	7.0	0.0	0.0
18731_1_1_1	18731_1_1_1	18731_1_1_1	1000164.0	1000164.0	0.0	unfiltered	18731_1_1_1	41.0	4.0	0.0	0.53
18733_1_1_1	18733_1_1_1	18733_1_1_1	2000570.0	2000570.0	0.0	tolerant	18733_1_1_1	95.0	6.0	0.0	0.18
18734_1_1_1	18734_1_1_1	18734_1_1_1	4000588.0	4000588.0	0.0	strict	18734_1_1_1	98.0	6.0	0.0	2.25
18738_1_1_1	18738_1_1_1	18738_1_1_1	3001115.0	3001115.0	0.0	moderate	18738_1_1_1	223.0	5.0	0.0	0.81
18748_1_1_1	18748_1_1_1	18748_1_1_1	3000280.0	3000280.0	0.0	moderate	18748_1_1_1	56.0	5.0	0.0	0.89
18753_1_1_1	18753_1_1_1	18753_1_1_1	4000448.0	4000448.0	0.0	strict	18753_1_1_1	64.0	7.0	0.0	0.49
18756_1_1_1	18760_1_1_1	18760_1_1_1	3000609.651951193	3000609.651951193	0.0	moderate	18760_1_1_1	204.0	3.0	2.3480488071	0.0
18756_1_1_1	18756_1_1_1	18760_1_1_1	3000486.0	3000609.651951193	123.65195119287819	moderate	18756_1_1_1	162.0	3.0	0.0	0.0
18756_1_1_1	18759_1_1_1	18760_1_1_1	3000442.3459842727	3000609.651951193	167.30596692021936	moderate	18759_1_1_1	148.0	3.0	1.6540157275	0.0
18761_1_1_1	18761_1_1_1	18761_1_1_1	4000910.0	4000910.0	0.0	strict	18761_1_1_1	130.0	7.0	0.0	0.78
18761_1_1_1	10235_1_1_1	18761_1_1_1	3000893.1355868615	4000910.0	1000016.8644131385	moderate	10235_1_1_1	128.0	7.0	2.8644131385	1.02
18763_1_1_1	18763_1_1_1	18763_1_1_1	3000287.0	3000287.0	0.0	moderate	18763_1_1_1	41.0	7.0	0.0	0.89
18765_1_1_1	18765_1_1_1	18765_1_1_1	3000662.1671801284	3000662.1671801284	0.0	moderate	18765_1_1_1	95.0	7.0	2.8328198716	0.77
18766_1_1_1	18766_1_1_1	18766_1_1_1	3000135.0	3000135.0	0.0	moderate	18766_1_1_1	27.0	5.0	0.0	0.0
18768_1_1_1	18768_1_1_1	18768_1_1_1	2000116.0	2000116.0	0.0	tolerant	18768_1_1_1	29.0	4.0	0.0	0.43
18769_1_1_1	18769_1_1_1	18769_1_1_1	3000120.0	3000120.0	0.0	moderate	18769_1_1_1	24.0	5.0	0.0	0.7
18770_1_1_1	18770_1_1_1	18770_1_1_1	3000329.0	3000329.0	0.0	moderate	18770_1_1_1	47.0	7.0	0.0	0.0
18770_1_1_1	18771_1_1_1	18770_1_1_1	3000176.0	3000329.0	153.0	moderate	18771_1_1_1	44.0	4.0	0.0	0.0
18772_1_1_1	18772_1_1_1	18772_1_1_1	4000410.0	4000410.0	0.0	strict	18772_1_1_1	82.0	5.0	0.0	0.37
18773_1_1_1	18773_1_1_1	18773_1_1_1	2000243.581488824	2000243.581488824	0.0	tolerant	18773_1_1_1	82.0	3.0	2.4185111759	0.37
18774_1_1_1	18774_1_1_1	18774_1_1_1	3001117.755062243	3001117.755062243	0.0	moderate	18774_1_1_1	224.0	5.0	2.2449377564	0.65
18779_1_1_1	18779_1_1_1	18779_1_1_1	4001165.0	4001165.0	0.0	strict	18779_1_1_1	233.0	5.0	0.0	0.65
18782_1_1_1	18782_1_1_1	18782_1_1_1	4000350.0	4000350.0	0.0	strict	18782_1_1_1	50.0	7.0	0.0	2.36
18783_1_1_1	18783_1_1_1	18783_1_1_1	3000175.0	3000175.0	0.0	moderate	18783_1_1_1	35.0	5.0	0.0	0.0
18783_1_1_1	18300_1_1_1	18783_1_1_1	3000175.0	3000175.0	0.0	moderate	18300_1_1_1	35.0	5.0	0.0	0.0
18783_1_1_1	18784_1_1_1	18783_1_1_1	3000165.0	3000175.0	10.0	moderate	18784_1_1_1	33.0	5.0	0.0	0.0
18783_1_1_1	25598_1_1_1	18783_1_1_1	3000155.0	3000175.0	20.0	moderate	25598_1_1_1	31.0	5.0	0.0	0.0
18783_1_1_1	18965_1_1_1	18783_1_1_1	3000155.0	3000175.0	20.0	moderate	18965_1_1_1	31.0	5.0	0.0	0.0
18783_1_1_1	25653_1_1_1	18783_1_1_1	3000150.0	3000175.0	25.0	moderate	25653_1_1_1	30.0	5.0	0.0	0.0
18786_1_1_1	18785_1_1_1	18785_1_1_1	3000449.627683591	3000449.627683591	0.0	moderate	18785_1_1_1	113.0	4.0	2.372316409	1.41
18786_1_1_1	18786_1_1_1	18785_1_1_1	3000449.5010633445	3000449.627683591	0.12662024656310678	moderate	18786_1_1_1	113.0	4.0	2.4989366553	1.41
18791_1_1_1	18791_1_1_1	18791_1_1_1	3001267.7915798435	3001267.7915798435	0.0	moderate	18791_1_1_1	254.0	5.0	2.2084201565	1.37
18794_1_1_1	18794_1_1_1	18794_1_1_1	4000441.0	4000441.0	0.0	strict	18794_1_1_1	63.0	7.0	0.0	0.68
18796_1_1_1	4936_1_1_1	4936_1_1_1	3000730.0	3000730.0	0.0	moderate	4936_1_1_1	146.0	5.0	0.0	1.14
18796_1_1_1	18796_1_1_1	4936_1_1_1	3000700.0	3000730.0	30.0	moderate	18796_1_1_1	140.0	5.0	0.0	1.21
