,protein_length,mean_disorder_percentile,predictor_disagreement,length_bin
O00519,579,0.19133019579357197,0.14070576862446355,500-999
O00522,736,0.3555637334900572,0.07124317235816376,500-999
O00526,184,0.415760988186796,0.10631037704564346,<200
O00533,1208,0.33051580057341334,0.14000945757079467,>=1000
O00534,786,0.26243985454189467,0.0961396302841599,500-999
O00541,588,0.5421760814249461,0.11278420519257695,500-999
O00548,723,0.5350075431770693,0.11344236910543476,500-999
O00555,2506,0.6665435090689344,0.19666858761130726,>=1000
O00559,213,0.9243650762103331,0.05164285146390213,200-499
O00560,298,0.508878892975556,0.17236487379134194,200-499
O00562,1244,0.5354235107491407,0.14277678434751348,>=1000
O00566,681,0.8468125267540113,0.06156328134317434,500-999
O00567,594,0.5645484449162889,0.11284770426027173,500-999
O00570,391,0.8799366952793999,0.11391394281544193,200-499
O00571,662,0.6419415591578279,0.057454033207386006,500-999
O00574,342,0.24945679124691636,0.11785446939158885,200-499
O00584,256,0.3443211860846289,0.11845121107215656,200-499
O00585,134,0.7622074823657646,0.07408054252588614,<200
O00587,321,0.2504973521409592,0.09439292572225862,200-499
O00590,384,0.3564846152392234,0.12863258499543193,200-499
O00591,440,0.3777712306480425,0.121675335244086,200-499
O00592,558,0.8425029299149461,0.11384469300889816,500-999
O00602,326,0.4663857956752375,0.0901527051014421,200-499
O00622,381,0.4666422051608446,0.12949351529670522,200-499
O00623,359,0.38597178979377295,0.12436974290845636,200-499
O00624,439,0.2157359306929346,0.08869078305063553,200-499
O00625,290,0.1861839809955508,0.2094626238555413,200-499
O00626,93,0.4419115817034737,0.21575888326277157,<200
O00628,323,0.06725875967612689,0.0663490148642049,200-499
O00629,521,0.36006121418608855,0.12372476664255297,500-999
O00631,31,0.4117813297461591,0.2920058541742038,<200
O00634,580,0.29961422276354266,0.16186862593723728,500-999
O00635,465,0.22372865201265674,0.08200811161681985,200-499
O00712,420,0.7218161130257751,0.1541902171748232,200-499
O00716,465,0.8416548130937056,0.04813313081881466,200-499
O00743,305,0.07621989982723783,0.08304077947215663,200-499
O00744,389,0.3978557217340644,0.11312775725810181,200-499
O00746,187,0.3701143102881167,0.07505099188141652,<200
O00748,559,0.152124796081897,0.08814122587776596,500-999
O00750,1634,0.4352954752442883,0.09223678538680712,>=1000
O00754,1011,0.15880242831879343,0.1319170180853623,>=1000
O00755,349,0.24271025357843135,0.10249941424176459,200-499
O00757,339,0.10109357594695474,0.08971969516980684,200-499
O00762,179,0.40651633224716044,0.15099950487932223,<200
O00763,2458,0.27643878138117217,0.11315513429712318,>=1000
O00764,312,0.07886400222274803,0.10228664601611281,200-499
O00767,359,0.3619097848963488,0.14145415038853673,200-499
O14490,977,0.8871383638439683,0.072804567203386,500-999
O14492,632,0.729916673219331,0.09666671753702895,500-999
O14493,209,0.25683067837566226,0.10737343943856692,200-499
O14494,284,0.268301426094708,0.09523214409809337,200-499
O14495,311,0.39418710678629304,0.10567437353190808,200-499
O14497,2285,0.8259536917765306,0.2555735926048724,>=1000
O14498,428,0.40031886853100646,0.07853790549100458,200-499
O14503,412,0.8225520948712021,0.1481525660176504,200-499
O14508,198,0.4472978844830823,0.11713008151680676,<200
O14511,850,0.7487089752047281,0.19381584426668724,500-999
O14512,581,0.8299273700684723,0.06886667470542053,500-999
O14513,1909,0.8907938909959116,0.1587589361329901,>=1000
O14514,1584,0.5248378501292624,0.12473018433619594,>=1000
O14519,115,0.806111138532117,0.08000144739786479,<200
O14520,342,0.4309372553454341,0.12457134594462549,200-499
O14521,159,0.5209889837924654,0.1782085841225758,<200
O14522,1441,0.22995819765271877,0.10337240835458597,>=1000
O14523,706,0.7397696006084661,0.11519796801493043,500-999
O14524,444,0.4752529446489932,0.13088009823037158,200-499
O14525,1302,0.5154606104580812,0.10687122675095934,>=1000
O14526,889,0.6180370425920358,0.1526864121651842,500-999
O14529,1486,0.71969284139108,0.24483672941489693,>=1000
O14530,226,0.5095373519540666,0.18882495519615833,200-499
O14531,572,0.3311761421525013,0.13778402908198084,500-999
O14543,225,0.5354755156577358,0.10509153680778428,200-499
O14544,535,0.8304068746226825,0.05622797163468811,500-999
O14545,582,0.8392694705111434,0.05599353590560098,500-999
O14548,114,0.6540507430421566,0.2032538420069814,<200
O14556,408,0.3783528355820284,0.13107750189522366,200-499
O14558,160,0.63904971449073,0.10711108610933873,<200
O14559,1287,0.7430936967330499,0.21692663166312887,>=1000
O14561,156,0.6238676642966707,0.18309111638278852,<200
O14562,309,0.7068865044165342,0.10249196736401518,200-499
O14569,222,0.0977340842609016,0.11164193047256231,200-499
O14576,645,0.6204078851784514,0.08244685530677069,500-999
O14578,2027,0.4571411871295654,0.18106285938292416,>=1000
O14579,308,0.19737653402683578,0.11872983056473176,200-499
O14581,309,0.10760907259615796,0.09700193640325958,200-499
O14593,260,0.6745049588289332,0.09554187350800994,200-499
O14594,1321,0.7480396563499996,0.12909861793196575,>=1000
O14595,271,0.468689491071366,0.13445237377917474,200-499
O14598,125,0.9890591754081505,0.02296760076483706,<200
O14599,106,0.6454669050669576,0.16618232449901452,<200
O14602,144,0.662887134439593,0.12432092333848917,<200
O14603,147,0.6366504225231039,0.2372996957670183,<200
O14604,44,0.8880083204392398,0.14722634762619188,<200
O14607,1347,0.5316973832380737,0.19142522908232998,>=1000
O14609,159,0.36893078023006104,0.21565495985210464,<200
O14610,69,0.6703127158795654,0.22839935870515712,<200
O14613,210,0.9562168900123931,0.030142893652974345,200-499
O14617,1153,0.5169999134410191,0.07477392288255098,>=1000
O14618,274,0.37270063471467135,0.15416321918712425,200-499
O14625,94,0.4428568575264353,0.20577367238577993,<200
O14626,319,0.14630723188078917,0.07680004238006538,200-499
O14627,284,0.9101071165521051,0.05315304264313041,200-499
O14628,629,0.6496925621691794,0.184934783063149,500-999
O14633,110,0.903963660375339,0.24712641348912007,<200
O14638,875,0.1608958051238571,0.0979303786840346,500-999
O14639,778,0.7328451061149401,0.0963937142146935,500-999
O14640,695,0.7289880978135707,0.1799402392099176,500-999
O14641,736,0.7411301841033635,0.2003266500676652,500-999
O14645,258,0.5898493420093033,0.1183790494029194,200-499
O14646,1710,0.6440523183872928,0.12826876526489694,>=1000
O14647,1828,0.6605486183274091,0.14907375587904156,>=1000
O14649,394,0.5693653169527011,0.11976542207944742,200-499
O14653,212,0.5010772900559336,0.15620658036331034,200-499
O14654,1257,0.8212533059135944,0.14063630030133104,>=1000
O14656,332,0.15637212829627462,0.09578348760580285,200-499
O14657,336,0.17685486015717924,0.11452507316294121,200-499
O14662,325,0.5859374277693107,0.06605612685219511,200-499
O14668,218,0.8352612655989502,0.07672003255982397,200-499
O14669,202,0.780859860071622,0.09782040986940754,200-499
O14672,748,0.34505205795504146,0.0925892936512429,500-999
O14678,606,0.10605306805350005,0.04622491382389988,500-999
O14681,340,0.30348647665021977,0.10816210571071448,200-499
O14682,589,0.10556428689305877,0.044918733373353836,500-999
O14683,189,0.5032660818104817,0.17578599171685466,<200
O14684,152,0.15476699914009168,0.11383869403422613,<200
O14686,5537,0.8540455623567099,0.13907376796898527,>=1000
O14709,1029,0.560830986006312,0.16503818114972882,>=1000
O14713,200,0.6144372841821631,0.11716582907681439,200-499
O14715,1765,0.5928407479675908,0.08764719151564863,>=1000
O14717,391,0.23025755613940138,0.11211435294790698,200-499
O14718,337,0.24501265261655872,0.09327907155202389,200-499
O14727,1248,0.059333471596146485,0.040169986670216325,>=1000
O14730,519,0.628597963667328,0.06668497667558433,500-999
O14732,288,0.12037984765981387,0.08634000519504145,200-499
O14733,419,0.4761370595336655,0.08805917362430253,200-499
O14734,319,0.2288232510812789,0.09186823066401283,200-499
O14735,213,0.10563260410577993,0.053038863859401326,200-499
O14737,125,0.6696320368143359,0.16442997333047185,<200
O14744,637,0.15128270384782638,0.10399103519633042,500-999
O14745,358,0.6725238564463659,0.1324629280538277,200-499
O14746,1132,0.35237777050702845,0.16703016412914357,>=1000
O14753,267,0.7297086403551839,0.07709077263124547,200-499
O14756,317,0.057962285305089505,0.038722046114461076,200-499
O14757,476,0.3927617645046227,0.10186438536301497,200-499
O14763,440,0.6911761396909677,0.1212348766618149,200-499
O14764,452,0.4297715324107937,0.1151796914524323,200-499
O14770,477,0.7870323397856721,0.17302590178846222,200-499
O14771,459,0.7065187309801993,0.12538344970676937,200-499
O14772,607,0.16799363675624948,0.07538940388249907,500-999
O14773,563,0.19911458929628104,0.16644475528001326,500-999
O14775,395,0.21224329006195508,0.08215605883069961,200-499
O14776,1098,0.6313894098541094,0.23968027437281605,>=1000
O14777,642,0.5269959900600821,0.12177172690923524,500-999
O14782,793,0.5328604379464867,0.1613767331471039,500-999
O14786,923,0.33285928730967324,0.09097899693063781,500-999
O14787,897,0.11530492073416439,0.09853628147628385,500-999
O14788,317,0.5174936602408339,0.09169300711129978,200-499
O14791,398,0.53046690438523,0.11436865229458665,200-499
O14792,307,0.3079170117544668,0.10447710986961957,200-499
O14793,375,0.37492350768817995,0.0628214000955107,200-499
O14795,1591,0.40038509560128205,0.13712272184154653,>=1000
O14796,132,0.3147407348371792,0.13381968803070318,<200
O14798,259,0.7854516254063239,0.06282137586454288,200-499
O14802,1390,0.14980913950887734,0.12273783150239923,>=1000
O14804,337,0.13342623383690796,0.07031754232088903,200-499
O14807,208,0.35272052197428777,0.12579830458815194,200-499
O14810,134,0.8787915148324895,0.08829594111557913,<200
O14813,284,0.8998103011732026,0.06729102058253611,200-499
O14815,690,0.16324702946573605,0.13333563990765598,500-999
O14817,238,0.0746621805904902,0.05063945790769707,200-499
O14818,248,0.14981153315051063,0.1128567160680333,200-499
O14827,1237,0.4303822272848738,0.08931555735767482,>=1000
O14828,347,0.6790061438888577,0.08668337772096993,200-499
O14829,653,0.29169859450033037,0.10045257312629614,500-999
O14830,753,0.45961542702182395,0.059810931992399875,500-999
O14832,338,0.3135497445292791,0.14838611452434478,200-499
O14836,293,0.8015373364696122,0.09891806256142786,200-499
O14841,1288,0.12855065535393637,0.15371872402399947,>=1000
O14842,300,0.20730843356225637,0.10839387805742873,200-499
O14843,346,0.32219635569102245,0.12912070258067954,200-499
O14862,343,0.36940109582657693,0.15178527190145527,200-499
O14863,429,0.5401410409508103,0.10913651856424558,200-499
O14867,736,0.8021282567265308,0.10742430307265344,500-999
O14874,412,0.28932281034598967,0.08792776889787084,200-499
O14879,490,0.4470559627391387,0.13471371995003445,200-499
O14880,152,0.17980895672141117,0.10418259949293829,<200
O14893,280,0.5343957224561786,0.1214062106367183,200-499
O14894,197,0.25983829803591946,0.11193359548924349,<200
O14896,467,0.5091444026671563,0.10204348267885241,200-499
O14901,512,0.8885241149999511,0.09869677268094736,500-999
O14904,365,0.3624713868604085,0.10544928477586007,200-499
O14905,357,0.34160073214193026,0.10196907646194776,200-499
O14907,124,0.405476972358252,0.20405583217505324,<200
O14908,333,0.5360809619976561,0.09189960184171374,200-499
O14910,233,0.4735878395693662,0.1518743129324267,200-499
O14917,1159,0.6409338397302135,0.07959713040208197,>=1000
O14920,756,0.28637083486859194,0.13956204828501945,500-999
O14921,159,0.23823679618139212,0.1607486511675866,<200
O14924,1447,0.7267788024223693,0.1584573636472223,>=1000
O14925,209,0.6166390657525789,0.140276281196645,200-499
O14926,492,0.10270762545513804,0.10634916682713416,200-499
O14929,419,0.12590478850160178,0.08040537753312979,200-499
O14931,201,0.5035710332713563,0.11953785253214175,200-499
O14933,153,0.1182743784200666,0.147171915741023,<200
O14936,926,0.328313777428978,0.10694626116422379,500-999
O14939,933,0.2257813753390517,0.08786505743019687,500-999
O14944,169,0.6149699555489658,0.18088023938115644,<200
O14948,347,0.8621046275823432,0.07240558907655202,200-499
O14949,82,0.5749358304531336,0.2732735575220726,<200
O14950,172,0.48159072279931775,0.19374608528098894,<200
O14957,56,0.5392901693827052,0.258086267568431,<200
O14958,399,0.3573239628201427,0.2680254685929393,200-499
O14960,151,0.37133836593358016,0.17482213367966445,<200
O14964,777,0.7008949420441047,0.20299839500564973,500-999
O14965,403,0.601531180378062,0.06994751460396777,200-499
O14966,203,0.2478788322319356,0.11291532166882297,200-499
O14967,610,0.6830712157953007,0.10066080906795928,500-999
O14972,297,0.06908608334157947,0.04594128641069922,200-499
O14974,1030,0.8327982385057849,0.07515369739199261,>=1000
O14975,620,0.06033105294787737,0.04062519285841823,500-999
O14976,1311,0.6762761195634931,0.062321586428981855,>=1000
O14977,448,0.16889416628684262,0.11664058481752294,200-499
O14978,683,0.7085509525698785,0.12987436233720584,500-999
O14979,420,0.8072703984378679,0.07067379192390566,200-499
O14980,1071,0.08356641825823405,0.0437546635319571,>=1000
O14981,1849,0.3631019106953076,0.05889432240891865,>=1000
O14983,1001,0.09680183491441001,0.07065244415844261,>=1000
O14986,540,0.5857805912505093,0.0900265474043232,500-999
O14990,202,0.9413101481786611,0.04400333501815685,200-499
O14994,580,0.7296562324701412,0.054883956558307745,500-999
O15013,1369,0.6232817013031389,0.07504823682519876,>=1000
O15014,1411,0.8732699393604949,0.22301042043734512,>=1000
O15015,1832,0.6947624646494759,0.3078083766017893,>=1000
O15016,1351,0.7154173596518474,0.1871061798932131,>=1000
O15018,2839,0.8212858575976473,0.23593320829805536,>=1000
O15020,2390,0.25082762296595323,0.16948686961577433,>=1000
O15021,2623,0.8348283957734551,0.22760296491715218,>=1000
O15027,2357,0.8477475469281227,0.24043818826035815,>=1000
O15031,1838,0.16779055176701643,0.12612392667293834,>=1000
O15033,823,0.196875770665488,0.06723378853618052,500-999
O15034,1052,0.6503047114049528,0.1920167633017299,>=1000
O15037,678,0.6144387621864489,0.17714346141474108,500-999
O15040,1411,0.5681277919959605,0.15080785056974433,>=1000
O15041,775,0.2536844752388502,0.06761268292308717,500-999
O15042,1029,0.7594852195056775,0.12997979347193236,>=1000
O15047,1707,0.7963774596220088,0.21109298422880485,>=1000
O15049,544,0.8156741814897949,0.15599194954449822,500-999
O15050,2925,0.34444198013827254,0.0881279756461086,>=1000
O15054,1643,0.7107628848433937,0.3007478932519231,>=1000
O15055,1255,0.8039944579903004,0.09112752286721976,>=1000
O15056,1496,0.5893613969447945,0.125654433683903,>=1000
O15060,712,0.6147744710722913,0.14635727537837476,500-999
O15061,1565,0.7256116568769123,0.21676256209914713,>=1000
O15062,677,0.8137726049097733,0.149236162575013,500-999
O15063,1070,0.7380208651327306,0.12271478679670933,>=1000
O15066,747,0.4911768346057346,0.13813211991243463,500-999
O15067,1338,0.15584163304686732,0.17806044242940652,>=1000
O15068,1137,0.42553223720900213,0.11420096048630494,>=1000
O15069,1562,0.8864089273226593,0.12289991365987978,>=1000
O15072,1205,0.4202940365206601,0.10864382480946963,>=1000
O15075,740,0.5990708436896908,0.06130949891278902,500-999
O15078,2479,0.5152234016604804,0.24719040584493837,>=1000
O15079,494,0.8969918733930113,0.04781732454540586,200-499
O15083,957,0.6242768319068428,0.20605425329395025,500-999
O15084,1053,0.16691802216873178,0.08652499949424917,>=1000
O15085,1522,0.7114551631982374,0.1790055040997217,>=1000
O15090,1300,0.7448091023403819,0.2502046845497864,>=1000
O15091,583,0.3445506795125216,0.08757842955827908,500-999
O15105,426,0.5702257497945534,0.09473813622798648,200-499
O15111,745,0.28127448919047743,0.11447337434335367,500-999
O15116,133,0.3806167758654299,0.24196690869414436,<200
O15117,783,0.920038892232748,0.056128967186564495,500-999
O15118,1278,0.14550285174284888,0.08442579771168507,>=1000
O15119,743,0.7755945841280855,0.18765376705319736,500-999
O15120,278,0.17196066815177488,0.06511157271016742,200-499
O15121,323,0.14548617409642964,0.1497191406742846,200-499
O15123,496,0.4795284099509341,0.13345600867001572,200-499
O15126,338,0.6469479748747905,0.11082270710860719,200-499
O15127,329,0.6401721549553511,0.11528134305099064,200-499
O15130,113,0.9120552705424799,0.06498238359011145,<200
O15131,539,0.3921159167753657,0.12647487042915895,500-999
O15143,372,0.2107909895389566,0.10807447023251646,200-499
O15144,300,0.20208502255424518,0.1390030968841027,200-499
O15145,178,0.2513896994343507,0.20915926353529377,<200
O15146,869,0.2086293130139792,0.10382657782813827,500-999
O15151,490,0.8233140546042457,0.0736464998866007,200-499
O15155,118,0.6981855830312361,0.17447175757849231,<200
O15156,539,0.7313193259181199,0.13398126962264753,500-999
O15160,346,0.18323531261713488,0.12151650012815181,200-499
O15162,318,0.5891066120420948,0.09038272217278444,200-499
O15164,1050,0.6743400248017059,0.20226576941331245,>=1000
O15165,306,0.8999422374560021,0.055819512333607185,200-499
O15169,862,0.754818622322883,0.2258574531196439,500-999
O15172,72,0.7428460454548355,0.1607094931675804,<200
O15173,223,0.7022934567216514,0.09598395558124408,200-499
O15178,435,0.7604389987593211,0.10324206514079302,200-499
O15182,167,0.37451968606807895,0.21814170643702904,<200
O15194,276,0.5621455576495696,0.10494920533389539,200-499
O15195,856,0.34332169752256914,0.1083359094393656,500-999
O15197,1021,0.28161105545544735,0.14668913205445527,>=1000
O15198,467,0.4940696979036269,0.12466184028487214,200-499
O15204,470,0.33910181070424644,0.07912601350413356,200-499
O15205,165,0.2381442708112096,0.19334612233190546,<200
O15209,634,0.7808655783940187,0.2115581269258403,500-999
O15211,777,0.5937947223381969,0.1286973102926078,500-999
O15212,129,0.3143874559764458,0.23530441450474013,<200
O15213,610,0.6002860949354135,0.09760535002540083,500-999
O15217,222,0.06083771365782845,0.06615907679309076,200-499
O15218,404,0.4135467954954514,0.13335320647989604,200-499
O15225,51,0.8879654943608296,0.12519240954638045,<200
O15226,690,0.6584574257726785,0.06311348195544211,500-999
O15228,680,0.09307492767649699,0.03274362798195796,500-999
O15229,486,0.14330665973823642,0.06333557905679679,200-499
O15230,3695,0.2612103465367824,0.15621879930254948,>=1000
O15231,689,0.9086479791742297,0.1051778458480773,500-999
O15232,486,0.42973708433945845,0.12390261228790021,200-499
O15234,703,0.9438739116371284,0.07577382420710509,500-999
O15235,138,0.6451763931988711,0.14385042397037665,<200
O15239,70,0.4743534621577669,0.2774897022881333,<200
O15240,615,0.911286426154619,0.08649486520076012,500-999
O15243,131,0.22856040137756356,0.13881078945416234,<200
O15244,555,0.17652298996123966,0.07474197113106153,500-999
O15245,554,0.18689691283357907,0.07277172374340164,500-999
O15247,247,0.18708868607021104,0.14869281044196195,200-499
O15254,700,0.10362117467157927,0.07709589546453477,500-999
O15255,209,0.6903767667247724,0.22193433528647347,200-499
O15258,196,0.520651094388191,0.15404082161660923,<200
O15259,732,0.49639703802652224,0.09600125202949263,500-999
O15260,269,0.15159663147251948,0.08557945352580076,200-499
O15263,64,0.5025186130279199,0.20882353189963393,<200
O15264,365,0.1488352911597979,0.10706835869590561,200-499
O15265,892,0.8307849211184595,0.23381348893547382,500-999
O15266,292,0.8646409387562033,0.05696554926564516,200-499
O15269,473,0.15205828677352856,0.0714361635525827,200-499
O15270,562,0.27646592048080504,0.09731660683129707,500-999
O15273,167,0.8118040324403547,0.10427275252026946,<200
O15287,622,0.17817682736839813,0.08712335319601085,500-999
O15294,1046,0.1359628127498598,0.09012852330184362,>=1000
O15296,676,0.12353046911698597,0.126861149936858,500-999
O15297,605,0.7015655459911223,0.11162819272651357,500-999
O15303,877,0.2116757402408568,0.10953459744867731,500-999
O15304,175,0.6887844967865714,0.16227746748699282,<200
O15305,246,0.07704769900543448,0.08344937618484716,200-499
O15315,384,0.2942014055226832,0.09673156047105394,200-499
O15318,223,0.8913077572296642,0.08567014859106263,200-499
O15321,606,0.2033572457616198,0.08574776888615987,500-999
O15327,924,0.3442145953917291,0.07550854978576271,500-999
O15335,359,0.17165055805390078,0.06220930933288667,200-499
O15342,81,0.2548430822336295,0.24053220008247286,<200
O15344,667,0.2380138850842597,0.091062090996297,500-999
O15347,200,0.6411394737831182,0.1700145919698684,200-499
O15350,636,0.6607396103178615,0.1796342344710088,500-999
O15353,648,0.852558319466284,0.17249409790427253,500-999
O15354,613,0.6608325859245573,0.10243072814247602,500-999
O15355,546,0.7490935386837876,0.07218069755569921,500-999
O15357,1258,0.5911803029464698,0.08784031953555735,>=1000
O15360,1455,0.22254357219491955,0.1007743746437248,>=1000
O15370,315,0.9022607084669737,0.03874643961712527,200-499
O15371,548,0.49574182031502273,0.15444507418722278,500-999
O15372,352,0.406923331012165,0.14219251664575588,200-499
O15374,487,0.3640571086806146,0.10775066659887285,200-499
O15375,505,0.3611095006993711,0.10641103872041628,500-999
O15379,428,0.27004452343903435,0.15587262941674568,200-499
O15381,856,0.5231293317006184,0.07400384979576809,500-999
O15382,392,0.1176570340311828,0.07030135020738222,200-499
O15389,551,0.49696964107639324,0.06847441892617827,500-999
O15391,372,0.8162962175016183,0.0736671135878615,200-499
O15392,142,0.28362070154880614,0.20990383214040836,<200
O15393,492,0.41109397249039115,0.08651273029457814,200-499
O15394,837,0.3795787815488665,0.1295811717391245,500-999
O15397,1037,0.18952327245178882,0.11404488728546917,>=1000
O15399,1336,0.552580802117968,0.1342933717467411,>=1000
O15400,261,0.5659245974040863,0.10996838527011979,200-499
O15403,523,0.42300113453906796,0.1294579532096188,500-999
O15405,576,0.8673853346693899,0.13438712754393325,500-999
O15409,715,0.7339528902440653,0.23989068869316055,500-999
O15417,2968,0.8520428675257096,0.21230448461674897,>=1000
O15427,465,0.3146487236296936,0.10280585879163824,200-499
O15428,100,0.8866298693988686,0.0701249899297169,<200
O15431,190,0.6235227493620803,0.14945211452573717,<200
O15432,143,0.4785315895906918,0.1370839318298596,<200
O15438,1527,0.18707897182749275,0.07454808286086717,>=1000
O15439,1325,0.18562358583842692,0.0634667487906453,>=1000
O15440,1437,0.33361792716934946,0.07060076157566682,>=1000
O15442,326,0.2764917234775732,0.08145758170326176,200-499
O15444,150,0.7037861108615251,0.12140550189386339,<200
O15446,510,0.9555687342119003,0.025415937548999134,500-999
O15455,904,0.11811795327592499,0.06835767744272864,500-999
O15457,936,0.4118674560376364,0.07332602726054065,500-999
O15460,535,0.19369187827870843,0.07786538016085268,500-999
O15466,376,0.18407351744737713,0.09281017303037466,200-499
O15467,120,0.5792042137572242,0.138934133020068,<200
O15479,319,0.6671649066624684,0.11420373837568865,200-499
O15480,346,0.6774348954603908,0.10562737026546931,200-499
O15481,346,0.7039074805534613,0.10122481618956775,200-499
O15482,410,0.6984096980678156,0.10948437759905667,200-499
O15484,640,0.10142116976134528,0.1055572057328338,500-999
O15488,501,0.7006330755888225,0.06635322354104689,500-999
O15492,202,0.5687665077791733,0.11936144109979063,200-499
O15496,165,0.30831413617035647,0.13887585352701748,<200
O15498,198,0.28682468170292713,0.20489152064054175,<200
O15499,205,0.8740898685429109,0.05174980924098638,200-499
O15503,277,0.5024152493952772,0.13903077408942374,200-499
O15504,423,0.8927847864484185,0.058155060668707244,200-499
O15511,151,0.49373405102114293,0.21029591743676657,<200
O15514,142,0.44321915157743047,0.23148737812391992,<200
O15516,846,0.7229057570471706,0.1880131134784093,500-999
O15519,480,0.331205795775206,0.09479380075919128,200-499
O15520,208,0.5014770804797537,0.12037212363933907,200-499
O15522,239,0.8882742353478716,0.047598808993563536,200-499
O15523,660,0.6348306075911095,0.0573348295121202,500-999
O15524,211,0.49701747935194324,0.07655087646753618,200-499
O15525,162,0.731108757579567,0.08659509557901857,<200
O15527,345,0.22040156384753531,0.10983967905478884,200-499
O15528,508,0.1618380912041179,0.10362596207506854,500-999
O15529,346,0.31834754296541223,0.12992430874260577,200-499
O15530,556,0.4377218994496679,0.09127654447869432,500-999
O15533,448,0.40046587696816266,0.12585663271356104,200-499
O15534,1290,0.8006952409036048,0.14268667234587737,>=1000
O15535,394,0.651940547260457,0.11855211205110945,200-499
O15537,224,0.3490371133933722,0.1121130976727346,200-499
O15539,181,0.4705600468550738,0.16523160864134723,<200
O15540,132,0.19395265324246136,0.2791712828903324,<200
O15541,343,0.7907825287366623,0.07940068387426533,200-499
O15544,149,0.6531485342979039,0.21886994657112357,<200
O15547,441,0.42568887157788404,0.09407593764267086,200-499
O15550,1401,0.5644913019857982,0.2044170487074634,>=1000
O15551,220,0.3629126716053056,0.11676003972063095,200-499
O15552,330,0.26341030155312334,0.10645343425608546,200-499
O15553,781,0.6160962645425466,0.16159546085099413,500-999
O15554,427,0.2651025450684964,0.11742241898080741,200-499
O43143,795,0.30641662745862963,0.11579848801716529,500-999
O43147,1006,0.5312360293203203,0.09226362932927883,>=1000
O43148,476,0.599495648137897,0.11878310390834537,200-499
O43149,2961,0.3238068203669851,0.1084218576011102,>=1000
O43150,1006,0.5522766103345221,0.10098669078970521,>=1000
O43151,1795,0.7628519378610434,0.25767123542331855,>=1000
O43155,660,0.49652955788103165,0.0812332854483327,500-999
O43156,1089,0.24840907796962813,0.0859666014129154,>=1000
O43157,2135,0.3824871978316416,0.16466803873593708,>=1000
O43159,456,0.7638815609589947,0.05711228680392246,200-499
O43164,708,0.9445703900974115,0.05086179782184261,500-999
O43166,1804,0.7313291824309249,0.19270440287133203,>=1000
O43167,697,0.6887002371562737,0.1633776032553882,500-999
O43169,150,0.6463806685623672,0.13232113061658454,<200
O43172,522,0.4195471855912225,0.10265817587563686,500-999
O43173,380,0.29184268388354434,0.08198091338320682,200-499
O43174,497,0.10954817179354237,0.06489073674691041,200-499
O43175,533,0.06454931976185882,0.09328576203001022,500-999
O43181,175,0.6764049469902592,0.10806710279236692,<200
O43182,974,0.8353229635441518,0.07408920970189707,500-999
O43184,909,0.49594608120506123,0.10912288286133971,500-999
O43186,299,0.8673526230821115,0.11798335840452741,200-499
O43187,625,0.5727723515599353,0.05869842572222017,500-999
O43189,567,0.5952015714976479,0.19533721186285813,500-999
O43193,412,0.43420289986876537,0.12234508739937383,200-499
O43194,453,0.5133856503588321,0.10204240481957179,200-499
O43196,834,0.2075475699264248,0.07516652641785636,500-999
O43236,996,0.8168995736344693,0.1128360774967298,500-999
O43237,492,0.6937817015102946,0.055691737187594584,200-499
O43240,276,0.2602038936356909,0.06153559427093639,200-499
O43242,534,0.44306239205317216,0.1276714188514847,500-999
O43246,635,0.34819410472228174,0.12389557437992066,500-999
O43247,280,0.8864190537508388,0.06294633531529296,200-499
O43248,304,0.8987433288233689,0.0625065630933639,200-499
O43251,390,0.8537026642343595,0.08594985445326676,200-499
O43252,624,0.15569786893175872,0.1057723539698742,500-999
O43255,324,0.45734311498190705,0.07142805639942679,200-499
O43257,154,0.7347451618574461,0.09621537407077321,<200
O43261,78,0.7862252562721028,0.1926151119025754,<200
O43264,779,0.23006048284215688,0.07469333246154457,500-999
O43272,600,0.29142374707501134,0.0809485107000777,500-999
O43278,529,0.4636690465791214,0.09130440525011535,500-999
O43280,583,0.15809318090088617,0.11554022533544024,500-999
O43281,561,0.8050630755059699,0.15171918128716658,500-999
O43283,966,0.7688994784463856,0.1087015746667633,500-999
O43286,388,0.3275100547509781,0.12236381655175627,200-499
O43290,800,0.8316567622079681,0.0990605252944817,500-999
O43291,252,0.5912516704346408,0.12469628978340624,200-499
O43292,621,0.16900099467220325,0.11601406073429935,500-999
O43293,454,0.29249073541148357,0.08724986299757681,200-499
O43294,461,0.7340137174349383,0.05404852388251954,200-499
O43295,1099,0.5956025459862213,0.10768340623539933,>=1000
O43296,627,0.6329491725908644,0.1535950932086215,500-999
O43298,467,0.7526134970512531,0.11047967784836134,200-499
O43299,807,0.24802237540805333,0.07023208445209159,500-999
O43300,516,0.4510635900865463,0.09704632721533102,500-999
O43301,675,0.26712506264789615,0.08376886660741921,500-999
O43303,1012,0.8330139133286812,0.1352550578520786,>=1000
O43304,696,0.32315977707549376,0.08316534367702236,500-999
O43306,1168,0.3100211190396775,0.10966393590419993,>=1000
O43307,516,0.3723230585210181,0.054172589291670535,500-999
O43309,611,0.6189300924125206,0.13545520984509452,500-999
O43310,598,0.7985747362647488,0.0378039889067764,500-999
O43312,755,0.7911810823580734,0.15836751827332668,500-999
O43313,823,0.8816269448567416,0.11008897043435095,500-999
