dataset_a,dataset_b,comparison_level,protein_id_a,protein_id_b,sequence_length,n_residues_compared,match_mode,percent_identity,query_coverage,target_coverage,alignment_length
softdis,pdbflex,exact,5ltw_C,5ltwG,149,149,sequence,,,,
softdis,pdbflex,exact,1h0x_A,1h0yA,100,100,sequence,,,,
softdis,pdbflex,exact,6s45_A,6qqhA,128,128,sequence,,,,
softdis,pdbflex,exact,4hi2_B,6krbA,91,91,sequence,,,,
softdis,pdbflex,exact,1uke_A,5ukdA,194,194,sequence,,,,
softdis,pdbflex,exact,1b4f_A,1b4fB,82,82,sequence,,,,
softdis,pdbflex,exact,3bq7_A,3bq7C,81,81,sequence,,,,
softdis,pdbflex,exact,4mtd_A,4mteD,171,171,sequence,,,,
softdis,pdbflex,exact,6h6n_A,6h6nA,131,131,sequence,,,,
softdis,pdbflex,exact,1b6w_A,1b6wA,69,69,sequence,,,,
softdis,pdbflex,exact,5gi0_A,5gi0A,133,133,sequence,,,,
softdis,pdbflex,exact,1j2c_A,1ix3A,267,267,sequence,,,,
softdis,pdbflex,exact,4g8k_A,4g8lA,337,337,sequence,,,,
softdis,pdbflex,exact,4q9u_C,4q9uG,92,92,sequence,,,,
softdis,pdbflex,exact,6jy5_D,6jy5D,85,85,sequence,,,,
softdis,pdbflex,exact,3a1y_A,3a1yA,58,58,sequence,,,,
softdis,pdbflex,exact,6k4k_A,6oqqA,873,873,sequence,,,,
softdis,pdbflex,exact,2okd_A,2okdC,147,147,sequence,,,,
softdis,pdbflex,exact,5iqq_A,5iqqA,91,91,sequence,,,,
softdis,pdbflex,exact,3sq7_A,3sq7A,470,470,sequence,,,,
softdis,pdbflex,exact,4oiz_A,4oitB,113,113,sequence,,,,
softdis,pdbflex,exact,6j2z_F,6j2zB,108,108,sequence,,,,
softdis,pdbflex,exact,3ezz_A,3ezzA,144,144,sequence,,,,
softdis,pdbflex,exact,1xk8_A,1xk8D,147,147,sequence,,,,
softdis,pdbflex,exact,2wc8_A,2wc8D,95,95,sequence,,,,
softdis,pdbflex,exact,6i19_A,6q46A,113,113,sequence,,,,
softdis,pdbflex,exact,6app_B,4w2oB,106,106,sequence,,,,
softdis,pdbflex,exact,4ygc_B,4ygdH,104,104,sequence,,,,
softdis,pdbflex,exact,6ar4_A,6bjnA,125,125,sequence,,,,
softdis,pdbflex,exact,4i5t_A,4i5tA,333,333,sequence,,,,
softdis,pdbflex,exact,1qzw_A,1qzwA,440,440,sequence,,,,
softdis,pdbflex,exact,4asx_A,4asxA,322,322,sequence,,,,
softdis,pdbflex,exact,2oe0_A,2oe1A,114,114,sequence,,,,
softdis,pdbflex,exact,6is1_E,6is2A,128,128,sequence,,,,
softdis,pdbflex,exact,2nwa_A,2nwaA,88,88,sequence,,,,
softdis,pdbflex,exact,5lb7_B,5lb7B,80,80,sequence,,,,
softdis,pdbflex,exact,3kvp_A,3kvpD,72,72,sequence,,,,
softdis,pdbflex,exact,4g0i_A,4g0kA,328,328,sequence,,,,
softdis,pdbflex,exact,2fo0_A,2fo0A,495,495,sequence,,,,
softdis,pdbflex,exact,5gnj_G,5gnjB,89,89,sequence,,,,
softdis,pdbflex,exact,3qkb_A,3qkbA,111,111,sequence,,,,
softdis,pdbflex,exact,1vp7_C,1vp7B,100,100,sequence,,,,
softdis,pdbflex,exact,5vo1_A,5cenA,300,300,sequence,,,,
softdis,pdbflex,exact,6mgh_H,6mghD,163,163,sequence,,,,
softdis,pdbflex,exact,2i54_A,2i54A,247,247,sequence,,,,
softdis,pdbflex,exact,6liu_A,6livA,531,531,sequence,,,,
softdis,pdbflex,exact,2bpd_A,2bpdB,142,142,sequence,,,,
softdis,pdbflex,exact,3hug_A,3hugA,92,92,sequence,,,,
softdis,pdbflex,exact,6rxm_B,6rxmA,254,254,sequence,,,,
softdis,pdbflex,exact,3stq_A,3stqA,102,102,sequence,,,,
softdis,pdbflex,exact,3b0v_C,3b0vC,363,363,sequence,,,,
softdis,pdbflex,exact,3vfz_A,3vepH,86,86,sequence,,,,
softdis,pdbflex,exact,4emh_U,4emhA,105,105,sequence,,,,
softdis,pdbflex,exact,6cmv_A,6cmvB,139,139,sequence,,,,
softdis,pdbflex,exact,4ozj_A,4oznA,143,143,sequence,,,,
softdis,pdbflex,exact,4ykb_A,4ykbA,229,229,sequence,,,,
softdis,pdbflex,exact,6bbx_A,5w27A,144,144,sequence,,,,
softdis,pdbflex,exact,6pop_B,6pnuC,497,497,sequence,,,,
softdis,pdbflex,exact,4bf9_A,4bf9A,338,338,sequence,,,,
softdis,pdbflex,exact,2wst_A,2wstA,208,208,sequence,,,,
softdis,pdbflex,exact,3ul5_A,3ul5D,139,139,sequence,,,,
softdis,pdbflex,exact,3nc3_A,3nc6B,441,441,sequence,,,,
softdis,pdbflex,exact,6hjm_A,6hjmP,192,192,sequence,,,,
softdis,pdbflex,exact,2g0i_A,2g0jC,145,145,sequence,,,,
softdis,pdbflex,exact,5hxy_A,5hxyA,317,317,sequence,,,,
softdis,pdbflex,exact,4d0v_A,4d0vD,145,145,sequence,,,,
softdis,pdbflex,exact,4ids_A,4lemC,563,563,sequence,,,,
softdis,pdbflex,exact,6o3w_A,6o3xA,172,172,sequence,,,,
softdis,pdbflex,exact,4lfn_A,4lfnA,162,162,sequence,,,,
softdis,pdbflex,exact,6emt_A,6emuA,197,197,sequence,,,,
softdis,pdbflex,exact,5kyo_A,5kyoA,430,430,sequence,,,,
softdis,pdbflex,exact,6af3_A,6af4A,141,141,sequence,,,,
softdis,pdbflex,exact,2qra_D,2qraC,111,111,sequence,,,,
softdis,pdbflex,exact,4u39_N,4u39J,60,60,sequence,,,,
softdis,pdbflex,exact,4o1i_A,4o1iD,138,138,sequence,,,,
softdis,pdbflex,exact,4lgz_A,3v9lB,563,563,sequence,,,,
softdis,pdbflex,exact,5hsm_A,5x80A,160,160,sequence,,,,
softdis,pdbflex,exact,4pu8_B,4pu4D,118,118,sequence,,,,
softdis,pdbflex,exact,5d40_B,5d40A,427,427,sequence,,,,
softdis,pdbflex,exact,4h2w_C,4h2wC,103,103,sequence,,,,
softdis,pdbflex,exact,5m6h_A,6h6rA,127,127,sequence,,,,
softdis,pdbflex,exact,3hyb_A,3rg6C,155,155,sequence,,,,
softdis,pdbflex,exact,4qyj_H,4qyjA,516,516,sequence,,,,
softdis,pdbflex,exact,3ssq_A,3ssqA,122,122,sequence,,,,
softdis,pdbflex,exact,4h2t_C,4h2uD,110,110,sequence,,,,
softdis,pdbflex,exact,5tsg_B,5tshE,588,588,sequence,,,,
softdis,pdbflex,exact,1vb6_A,1vb6A,167,167,sequence,,,,
softdis,pdbflex,exact,1ri7_A,2e1cA,171,171,sequence,,,,
softdis,pdbflex,exact,2jca_A,2jbzA,143,143,sequence,,,,
softdis,pdbflex,exact,4gx7_A,4gx7A,152,152,sequence,,,,
softdis,pdbflex,exact,3kof_A,3kofA,337,337,sequence,,,,
softdis,pdbflex,exact,6gdv_C,6gduA,133,133,sequence,,,,
softdis,pdbflex,exact,4oml_A,4omlA,78,78,sequence,,,,
softdis,pdbflex,exact,3pnb_A,3nbkD,177,177,sequence,,,,
softdis,pdbflex,exact,5zrp_A,5zrkA,150,150,sequence,,,,
softdis,pdbflex,exact,2yca_A,2y5nB,417,417,sequence,,,,
softdis,pdbflex,exact,5u0i_A,5u0iB,140,140,sequence,,,,
softdis,pdbflex,exact,4yif_A,4yifB,164,164,sequence,,,,
softdis,pdbflex,exact,4l0e_A,4l0eA,446,446,sequence,,,,
softdis,pdbflex,exact,3zqp_A,3zqqC,164,164,sequence,,,,
softdis,pdbflex,exact,3ded_A,3dedC,113,113,sequence,,,,
softdis,pdbflex,exact,2omo_A,2omoA,124,124,sequence,,,,
softdis,pdbflex,exact,3k3s_A,3k3sA,105,105,sequence,,,,
softdis,pdbflex,exact,2cov_D,2covD,104,104,sequence,,,,
softdis,pdbflex,exact,5mp0_D,5mp0D,166,166,sequence,,,,
softdis,pdbflex,exact,6ctd_A,6ctdA,121,121,sequence,,,,
softdis,pdbflex,exact,3tb2_A,3tb2C,220,220,sequence,,,,
softdis,pdbflex,exact,4b04_C,4hrfA,160,160,sequence,,,,
softdis,pdbflex,exact,6g6j_A,6g6kA,94,94,sequence,,,,
softdis,pdbflex,exact,4e9m_A,4e9mA,144,144,sequence,,,,
softdis,pdbflex,exact,4n21_A,4n21C,130,130,sequence,,,,
softdis,pdbflex,exact,1n9s_J,1n9sC,93,93,sequence,,,,
softdis,pdbflex,exact,2uvn_A,2uvnA,414,414,sequence,,,,
softdis,pdbflex,exact,6fk3_A,6fk3A,536,536,sequence,,,,
softdis,pdbflex,exact,3is5_A,3is5F,285,285,sequence,,,,
softdis,pdbflex,exact,7q7c_A,6y6hA,327,327,sequence,,,,
softdis,pdbflex,exact,5ztn_A,6hdpA,429,429,sequence,,,,
softdis,pdbflex,exact,5vd1_A,5vcyA,311,311,sequence,,,,
softdis,pdbflex,exact,4kgi_A,4kgiC,223,223,sequence,,,,
softdis,pdbflex,exact,4iq1_A,4iw9B,231,231,sequence,,,,
softdis,pdbflex,exact,4ke3_A,4kdxA,229,229,sequence,,,,
softdis,pdbflex,exact,4igj_A,4kdyA,242,242,sequence,,,,
softdis,pdbflex,exact,4onx_A,4onxE,162,162,sequence,,,,
softdis,pdbflex,exact,4nea_A,4neaA,520,520,sequence,,,,
softdis,pdbflex,exact,4dxe_H,4dxeI,101,101,sequence,,,,
softdis,pdbflex,exact,4dxe_A,4jm7A,143,143,sequence,,,,
softdis,pdbflex,exact,3mlf_A,3mlfA,111,111,sequence,,,,
softdis,pdbflex,exact,4btj_A,4btmB,337,337,sequence,,,,
softdis,pdbflex,exact,3qmb_A,3qmbA,79,79,sequence,,,,
softdis,pdbflex,exact,3t64_A,3t64A,181,181,sequence,,,,
softdis,pdbflex,exact,6aso_G,4c92G,115,115,sequence,,,,
softdis,pdbflex,exact,4nmj_B,5ekcE,491,491,sequence,,,,
softdis,pdbflex,exact,1jxg_B,1jxgA,100,100,sequence,,,,
softdis,pdbflex,exact,4lfm_D,4lfkB,172,172,sequence,,,,
softdis,pdbflex,exact,1f7n_B,1f7rA,136,136,sequence,,,,
softdis,pdbflex,exact,2xj3_A,2xiuA,66,66,sequence,,,,
softdis,pdbflex,exact,4nyo_A,4nyoA,102,102,sequence,,,,
softdis,pdbflex,exact,1wnr_A,1wnrG,94,94,sequence,,,,
softdis,pdbflex,exact,2rgx_A,4ikeA,206,206,sequence,,,,
softdis,pdbflex,exact,3oft_A,3ofuA,396,396,sequence,,,,
softdis,pdbflex,exact,2djw_I,2djwA,92,92,sequence,,,,
softdis,pdbflex,exact,3gtj_J,4c3jJ,70,70,sequence,,,,
softdis,pdbflex,exact,4p78_A,4p7dB,143,143,sequence,,,,
softdis,pdbflex,exact,1fse_A,1fseB,74,74,sequence,,,,
softdis,pdbflex,exact,4u9g_B,4u9gA,187,187,sequence,,,,
softdis,pdbflex,exact,2cx3_A,4gqfA,164,164,sequence,,,,
softdis,pdbflex,exact,5y63_A,5y63A,183,183,sequence,,,,
softdis,pdbflex,exact,4jvz_A,4jvzC,99,99,sequence,,,,
softdis,pdbflex,exact,4s04_A,4s05A,232,232,sequence,,,,
softdis,pdbflex,exact,2rcf_A,2rcfA,91,91,sequence,,,,
softdis,pdbflex,exact,5cfi_A,5cfiA,152,152,sequence,,,,
softdis,pdbflex,exact,1fr3_H,1fr3A,67,67,sequence,,,,
softdis,pdbflex,exact,1fvr_A,1fvrB,327,327,sequence,,,,
softdis,pdbflex,exact,6ebb_A,6ebbA,120,120,sequence,,,,
softdis,pdbflex,exact,3f72_A,3f72B,122,122,sequence,,,,
softdis,pdbflex,exact,7x9o_A,3a6tA,129,129,sequence,,,,
softdis,pdbflex,exact,2hd3_A,2hd3B,103,103,sequence,,,,
softdis,pdbflex,exact,6ny6_Y,2a6sB,84,84,sequence,,,,
softdis,pdbflex,exact,2r2v_A,2r2vA,34,34,sequence,,,,
softdis,pdbflex,exact,2q73_A,2q73C,100,100,sequence,,,,
softdis,pdbflex,exact,2zv3_A,2zv3B,115,115,sequence,,,,
softdis,pdbflex,exact,6j75_A,6j76A,488,488,sequence,,,,
softdis,pdbflex,exact,5hbl_A,5hblA,127,127,sequence,,,,
softdis,pdbflex,exact,5l90_A,5l91A,410,410,sequence,,,,
softdis,pdbflex,exact,1o9r_A,1o9rA,162,162,sequence,,,,
softdis,pdbflex,exact,1nwx_4,3dll4,37,37,sequence,,,,
softdis,pdbflex,exact,3nfd_A,3nfdE,153,153,sequence,,,,
softdis,pdbflex,exact,5cfk_E,5cfkA,259,259,sequence,,,,
softdis,pdbflex,exact,4fg9_A,4fgbA,320,320,sequence,,,,
softdis,pdbflex,exact,3o6u_A,3o6uA,128,128,sequence,,,,
softdis,pdbflex,exact,1i85_B,1i85A,110,110,sequence,,,,
softdis,pdbflex,exact,6gbq_A,6gbqA,71,71,sequence,,,,
softdis,pdbflex,exact,3mop_D,3mopA,110,110,sequence,,,,
softdis,pdbflex,exact,6aso_D,4m7dG,93,93,sequence,,,,
softdis,pdbflex,exact,3b83_A,3b83C,100,100,sequence,,,,
softdis,pdbflex,exact,2w8b_C,2w8bG,118,118,sequence,,,,
softdis,pdbflex,exact,5l37_A,5l37C,95,95,sequence,,,,
softdis,pdbflex,exact,5yna_A,5ynhA,1102,1102,sequence,,,,
softdis,pdbflex,exact,3e0o_A,3e0oA,144,144,sequence,,,,
softdis,pdbflex,exact,5mki_B,5mknd,72,72,sequence,,,,
softdis,pdbflex,exact,4i5m_A,4i6bA,308,308,sequence,,,,
softdis,pdbflex,exact,6hde_C,6hdeB,152,152,sequence,,,,
softdis,pdbflex,exact,5agc_A,3q66A,264,264,sequence,,,,
softdis,pdbflex,exact,4yg1_A,4yg1A,72,72,sequence,,,,
softdis,pdbflex,exact,4j6b_A,4jbtA,410,410,sequence,,,,
softdis,pdbflex,exact,8or9_A,3rchA,480,480,sequence,,,,
softdis,pdbflex,exact,3sja_C,3sjaC,65,65,sequence,,,,
softdis,pdbflex,exact,6d3k_B,6d3kA,323,323,sequence,,,,
softdis,pdbflex,exact,1p78_A,1p71A,94,94,sequence,,,,
softdis,pdbflex,exact,4uhs_A,4uhkA,136,136,sequence,,,,
softdis,pdbflex,exact,6e7d_A,6e7dE,124,124,sequence,,,,
softdis,pdbflex,exact,2of5_H,2of5H,118,118,sequence,,,,
softdis,pdbflex,exact,4wqq_A,4wqqA,141,141,sequence,,,,
softdis,pdbflex,exact,1ojh_A,1ojhD,65,65,sequence,,,,
softdis,pdbflex,exact,6thh_A,6expF,104,104,sequence,,,,
softdis,pdbflex,exact,6nxv_A,6nv6B,207,207,sequence,,,,
softdis,pdbflex,exact,6ht6_A,6gibB,245,245,sequence,,,,
softdis,pdbflex,exact,5b6m_A,5b6nF,224,224,sequence,,,,
softdis,pdbflex,exact,5j7k_A,5j7kB,99,99,sequence,,,,
softdis,pdbflex,exact,3akj_A,3akkA,325,325,sequence,,,,
softdis,pdbflex,exact,1d5w_B,1dckB,126,126,sequence,,,,
softdis,pdbflex,exact,6e55_A,6e55A,90,90,sequence,,,,
softdis,pdbflex,exact,1dok_A,1dokA,77,77,sequence,,,,
softdis,pdbflex,exact,4zm0_A,3k33C,73,73,sequence,,,,
softdis,pdbflex,exact,3lyv_E,3lyvA,66,66,sequence,,,,
softdis,pdbflex,exact,1uxt_A,1uxpA,501,501,sequence,,,,
softdis,pdbflex,exact,3mli_A,3mliD,100,100,sequence,,,,
softdis,pdbflex,exact,1pqf_B,1pqfA,143,143,sequence,,,,
softdis,pdbflex,exact,3nmd_A,3nmdA,72,72,sequence,,,,
softdis,pdbflex,exact,1zg5_E,1je8E,82,82,sequence,,,,
softdis,pdbflex,exact,1sf8_A,1sf8G,126,126,sequence,,,,
softdis,pdbflex,exact,6g47_A,6g47A,209,209,sequence,,,,
softdis,pdbflex,exact,1kkl_H,1kklJ,100,100,sequence,,,,
softdis,pdbflex,exact,4y00_A,4y00A,103,103,sequence,,,,
softdis,pdbflex,exact,1w89_A,1w4vA,119,119,sequence,,,,
softdis,pdbflex,exact,3nd5_A,3nd5A,171,171,sequence,,,,
softdis,pdbflex,exact,6nf3_A,6dxrB,83,83,sequence,,,,
softdis,pdbflex,exact,2rfb_A,2rfbA,343,343,sequence,,,,
softdis,pdbflex,exact,1fte_B,1fthA,122,122,sequence,,,,
softdis,pdbflex,exact,1orj_A,1orjA,130,130,sequence,,,,
softdis,pdbflex,exact,4wk8_G,3qrfF,82,82,sequence,,,,
softdis,pdbflex,exact,4oxb_A,1qmtA,134,134,sequence,,,,
softdis,pdbflex,exact,3kfu_B,3kfuC,422,422,sequence,,,,
softdis,pdbflex,exact,1pht_A,1phtA,85,85,sequence,,,,
softdis,pdbflex,exact,2rgz_A,2qppB,264,264,sequence,,,,
softdis,pdbflex,exact,1k9a_A,1k9aB,450,450,sequence,,,,
softdis,pdbflex,exact,6f70_A,6f70A,252,252,sequence,,,,
softdis,pdbflex,exact,4e2i_4,4e2i2,78,78,sequence,,,,
softdis,pdbflex,exact,2c41_A,2c41C,158,158,sequence,,,,
softdis,pdbflex,exact,2q27_A,2q28A,564,564,sequence,,,,
softdis,pdbflex,exact,6q5v_A,6q5vA,215,215,sequence,,,,
softdis,pdbflex,exact,5hry_A,5hryH,169,169,sequence,,,,
softdis,pdbflex,exact,1r1u_A,1r1uC,106,106,sequence,,,,
softdis,pdbflex,exact,4zbd_A,4zb8A,222,222,sequence,,,,
softdis,pdbflex,exact,1g6w_A,1g6wD,261,261,sequence,,,,
softdis,pdbflex,exact,3aln_A,3aloA,327,327,sequence,,,,
softdis,pdbflex,exact,1qmp_A,1qmpA,130,130,sequence,,,,
softdis,pdbflex,exact,1gut_C,1gunA,68,68,sequence,,,,
softdis,pdbflex,exact,5xjr_G,3pgwG,76,76,sequence,,,,
softdis,pdbflex,exact,2gv5_A,3fwbA,161,161,sequence,,,,
softdis,pdbflex,exact,3pr8_B,3lxzA,229,229,sequence,,,,
softdis,pdbflex,exact,3lte_M,3lteD,132,132,sequence,,,,
softdis,pdbflex,exact,3cw1_F,3pgwF,86,86,sequence,,,,
softdis,pdbflex,exact,2qzj_A,2qzjA,136,136,sequence,,,,
softdis,pdbflex,exact,2zub_A,2zucB,324,324,sequence,,,,
softdis,pdbflex,exact,1wg0_A,1wg0A,243,243,sequence,,,,
softdis,pdbflex,exact,5tbk_I,5tbkI,421,421,sequence,,,,
softdis,pdbflex,exact,5e1r_A,5e1rC,426,426,sequence,,,,
softdis,pdbflex,exact,5jp5_A,5jp5D,145,145,sequence,,,,
softdis,pdbflex,exact,3c3i_B,3c3iB,141,141,sequence,,,,
softdis,pdbflex,exact,6bay_A,6bapA,515,515,sequence,,,,
softdis,pdbflex,exact,6iya_A,6iyaF,66,66,sequence,,,,
softdis,pdbflex,exact,1tk6_B,1tkpA,182,182,sequence,,,,
softdis,pdbflex,exact,2qq4_B,2qq4A,138,138,sequence,,,,
softdis,pdbflex,exact,4ox8_A,4ox8A,128,128,sequence,,,,
softdis,pdbflex,exact,6scf_G,6scfF,138,138,sequence,,,,
softdis,pdbflex,exact,3vp8_B,3vp8B,92,92,sequence,,,,
softdis,pdbflex,exact,4g46_A,6geqA,396,396,sequence,,,,
softdis,pdbflex,exact,3ffu_A,3ffuA,153,153,sequence,,,,
softdis,pdbflex,exact,2of5_A,2of5A,114,114,sequence,,,,
softdis,pdbflex,exact,2yjk_G,2yjkC,161,161,sequence,,,,
softdis,pdbflex,exact,4b09_A,4b09A,240,240,sequence,,,,
softdis,pdbflex,exact,6dv5_B,6dv5A,205,205,sequence,,,,
softdis,pdbflex,exact,1d1q_A,1d1qA,161,161,sequence,,,,
softdis,pdbflex,exact,1owf_B,1owfB,94,94,sequence,,,,
softdis,pdbflex,exact,2wal_A,2walA,159,159,sequence,,,,
softdis,pdbflex,exact,1wov_A,1wowA,250,250,sequence,,,,
softdis,pdbflex,exact,5ft8_U,5ft8B,154,154,sequence,,,,
softdis,pdbflex,exact,3tyw_A,3tywD,417,417,sequence,,,,
softdis,pdbflex,exact,3pqj_A,3pqkB,102,102,sequence,,,,
softdis,pdbflex,exact,1veq_B,1veiA,183,183,sequence,,,,
softdis,pdbflex,exact,4xjk_D,4xjkD,114,114,sequence,,,,
softdis,pdbflex,exact,4wxa_B,4wx8B,94,94,sequence,,,,
softdis,pdbflex,exact,5li6_A,5lieB,414,414,sequence,,,,
softdis,pdbflex,exact,5iuu_A,5iuwA,497,497,sequence,,,,
softdis,pdbflex,exact,5hk3_A,5hkcA,114,114,sequence,,,,
softdis,pdbflex,exact,5j7d_A,5j7dA,112,112,sequence,,,,
softdis,pdbflex,exact,5cba_E,4zaiA,88,88,sequence,,,,
softdis,pdbflex,exact,6f05_B,6ezyB,215,215,sequence,,,,
softdis,pdbflex,exact,4ivf_F,4ivfF,231,231,sequence,,,,
softdis,pdbflex,exact,1rp3_D,1rp3B,88,88,sequence,,,,
softdis,pdbflex,exact,1szp_A,1szpA,321,321,sequence,,,,
softdis,pdbflex,exact,2d00_C,2d00A,109,109,sequence,,,,
softdis,pdbflex,exact,1mo1_A,1mo1B,87,87,sequence,,,,
softdis,pdbflex,exact,5wt6_A,5wt6A,401,401,sequence,,,,
softdis,pdbflex,exact,5cqx_A,5cqxB,119,119,sequence,,,,
softdis,pdbflex,exact,6rtr_A,6rtsA,512,512,sequence,,,,
softdis,pdbflex,exact,2cvi_A,2cviA,83,83,sequence,,,,
softdis,pdbflex,exact,2htm_E,2cu3B,64,64,sequence,,,,
softdis,pdbflex,exact,4x09_A,6enpA,128,128,sequence,,,,
softdis,pdbflex,exact,3bid_H,3bidE,64,64,sequence,,,,
softdis,pdbflex,exact,3ahp_A,3ahpB,108,108,sequence,,,,
softdis,pdbflex,exact,4i7a_B,4i7aD,95,95,sequence,,,,
softdis,pdbflex,exact,3nel_A,3nenA,438,438,sequence,,,,
softdis,pdbflex,exact,3hz2_A,5ht9A,84,84,sequence,,,,
softdis,pdbflex,exact,3zdm_C,3zdmC,81,81,sequence,,,,
softdis,pdbflex,exact,2was_A,2watA,122,122,sequence,,,,
softdis,pdbflex,exact,5d9z_B,5d9zB,112,112,sequence,,,,
softdis,pdbflex,exact,5f2q_C,5f2qB,135,135,sequence,,,,
softdis,pdbflex,exact,5hiy_A,5hiyB,114,114,sequence,,,,
softdis,pdbflex,exact,4icu_A,4icvA,85,85,sequence,,,,
softdis,pdbflex,exact,1qfv_B,1qftA,175,175,sequence,,,,
softdis,pdbflex,exact,4zka_A,4zkaA,100,100,sequence,,,,
softdis,pdbflex,exact,3zxf_A,3zxfB,138,138,sequence,,,,
softdis,pdbflex,exact,2hyi_B,2hyiB,91,91,sequence,,,,
softdis,pdbflex,exact,5c6h_T,5c6hD,26,26,sequence,,,,
softdis,pdbflex,exact,3lnx_A,3lnxA,96,96,sequence,,,,
softdis,pdbflex,exact,2w10_A,2w10B,62,62,sequence,,,,
softdis,pdbflex,exact,6pce_A,6pceB,70,70,sequence,,,,
softdis,pdbflex,exact,1bt6_B,1a4pA,96,96,sequence,,,,
softdis,pdbflex,exact,2rjv_A,2rjvA,67,67,sequence,,,,
softdis,pdbflex,exact,2vut_I,2vusM,43,43,sequence,,,,
softdis,pdbflex,exact,2x7a_K,2x7aA,61,61,sequence,,,,
softdis,pdbflex,exact,1cxa_A,1l9jC,124,124,sequence,,,,
softdis,pdbflex,exact,6mtj_D,6mtnD,134,134,sequence,,,,
softdis,pdbflex,exact,3ghg_B,3ghgB,461,461,sequence,,,,
softdis,pdbflex,exact,1do5_A,1do5A,154,154,sequence,,,,
softdis,pdbflex,exact,1ehd_A,1ehhA,89,89,sequence,,,,
softdis,pdbflex,exact,4jur_I,4hfkB,105,105,sequence,,,,
softdis,pdbflex,exact,1rrp_C,1rrpA,204,204,sequence,,,,
softdis,pdbflex,exact,4z6y_C,4z6yH,56,56,sequence,,,,
softdis,pdbflex,exact,5vbf_A,5vbfA,478,478,sequence,,,,
softdis,pdbflex,exact,3p6y_C,3p5tM,90,90,sequence,,,,
softdis,pdbflex,exact,3ebx_A,6ebxA,62,62,sequence,,,,
softdis,pdbflex,exact,1gd2_E,1gd2E,70,70,sequence,,,,
softdis,pdbflex,exact,1ilr_1,1ilr1,152,152,sequence,,,,
softdis,pdbflex,exact,3tl8_A,3tl8D,349,349,sequence,,,,
softdis,pdbflex,exact,2b7j_A,2b7jB,200,200,sequence,,,,
softdis,pdbflex,exact,4fhq_A,4rsuJ,134,134,sequence,,,,
softdis,pdbflex,exact,5anr_B,4ct4B,378,378,sequence,,,,
softdis,pdbflex,exact,4cyb_A,4cybJ,173,173,sequence,,,,
softdis,pdbflex,exact,4lop_K,4loqL,29,29,sequence,,,,
softdis,pdbflex,exact,2fjc_A,2fjcB,156,156,sequence,,,,
softdis,pdbflex,exact,5eki_A,5ekiE,79,79,sequence,,,,
softdis,pdbflex,exact,3nm9_A,3nm9A,73,73,sequence,,,,
softdis,pdbflex,exact,1is6_A,1is3A,135,135,sequence,,,,
softdis,pdbflex,exact,4auv_A,4auvA,35,35,sequence,,,,
softdis,pdbflex,exact,6uci_A,6uciD,68,68,sequence,,,,
softdis,pdbflex,exact,5izs_A,5izsC,95,95,sequence,,,,
softdis,pdbflex,exact,6upp_A,6pryA,150,150,sequence,,,,
softdis,pdbflex,exact,4ezm_L,4gkoL,143,143,sequence,,,,
softdis,pdbflex,exact,6uv0_A,6uv1A,448,448,sequence,,,,
softdis,pdbflex,exact,1ytt_A,1msbA,115,115,sequence,,,,
softdis,pdbflex,exact,2jg7_A,2jg7A,510,510,sequence,,,,
softdis,pdbflex,exact,6flw_A,6flwA,144,144,sequence,,,,
softdis,pdbflex,exact,2vzc_A,2vzcA,131,131,sequence,,,,
softdis,pdbflex,exact,2gm3_A,2gm3A,175,175,sequence,,,,
softdis,pdbflex,exact,1per_L,2or1L,69,69,sequence,,,,
softdis,pdbflex,exact,2yf2_A,2yf2C,65,65,sequence,,,,
softdis,pdbflex,exact,4n6m_A,4n6mA,132,132,sequence,,,,
softdis,pdbflex,exact,5j0l_A,5j0lA,141,141,sequence,,,,
softdis,pdbflex,exact,4w7y_A,4w7yA,64,64,sequence,,,,
softdis,pdbflex,exact,5e1y_A,5e1yA,95,95,sequence,,,,
softdis,pdbflex,exact,5mkx_B,5fe6B,119,119,sequence,,,,
softdis,pdbflex,exact,6p17_B,6p1eB,123,123,sequence,,,,
softdis,pdbflex,exact,5or8_A,4qbmA,106,106,sequence,,,,
softdis,pdbflex,exact,3cbl_A,3bkbA,377,377,sequence,,,,
softdis,pdbflex,exact,6el8_A,6el8A,99,99,sequence,,,,
softdis,pdbflex,exact,4fr4_A,4fr4A,384,384,sequence,,,,
softdis,pdbflex,exact,6cd6_A,6cd6D,290,290,sequence,,,,
softdis,pdbflex,exact,2gjs_A,2gjsA,176,176,sequence,,,,
softdis,pdbflex,exact,2x18_E,2x18E,119,119,sequence,,,,
softdis,pdbflex,exact,4q0o_A,3g0jA,124,124,sequence,,,,
softdis,pdbflex,exact,2uzc_B,2uzcC,88,88,sequence,,,,
softdis,pdbflex,exact,3l9v_A,3l9vA,189,189,sequence,,,,
softdis,pdbflex,exact,5y5o_A,5y5pD,174,174,sequence,,,,
softdis,pdbflex,exact,6u8j_B,6u8jD,376,376,sequence,,,,
softdis,pdbflex,exact,5kko_A,5kkoC,55,55,sequence,,,,
softdis,pdbflex,exact,3ref_B,3refB,194,194,sequence,,,,
softdis,pdbflex,exact,4mpo_B,4mpoB,153,153,sequence,,,,
softdis,pdbflex,exact,6c43_B,6c43A,477,477,sequence,,,,
softdis,pdbflex,exact,3lus_A,3lusB,148,148,sequence,,,,
