dataset_a,dataset_b,comparison_level,protein_id_a,protein_id_b,sequence_length,n_residues_compared,match_mode,percent_identity,query_coverage,target_coverage,alignment_length
softdis,pdbflex,mmseqs_98,5ltw_C,5ltwG,149,149,mmseqs,100.000000,1.000000,1.000000,149
softdis,pdbflex,mmseqs_98,5lnl_A,5lnlC,151,151,mmseqs,100.000000,1.000000,1.000000,151
softdis,pdbflex,mmseqs_98,4d0v_A,4d0vD,145,145,mmseqs,100.000000,1.000000,1.000000,145
softdis,pdbflex,mmseqs_98,4e9m_A,4e9mA,144,144,mmseqs,100.000000,1.000000,1.000000,144
softdis,pdbflex,mmseqs_98,1xk8_A,1xk8D,147,147,mmseqs,100.000000,1.000000,1.000000,147
softdis,pdbflex,mmseqs_98,3wsr_A,3wwkC,128,128,mmseqs,100.000000,1.000000,1.000000,128
softdis,pdbflex,mmseqs_98,3zxf_A,3zxfB,138,138,mmseqs,100.000000,1.000000,1.000000,138
softdis,pdbflex,mmseqs_98,4d6x_A,4d6yA,148,148,mmseqs,100.000000,1.000000,1.000000,148
softdis,pdbflex,mmseqs_98,5ii7_A,5mr3E,138,136,mmseqs,100.000000,0.985507,1.000000,136
softdis,pdbflex,mmseqs_98,5nld_A,5nldB,139,139,mmseqs,100.000000,1.000000,1.000000,139
softdis,pdbflex,mmseqs_98,5u0i_A,5u0iB,140,140,mmseqs,100.000000,1.000000,1.000000,140
softdis,pdbflex,mmseqs_98,1pqf_B,1pqfA,143,143,mmseqs,100.000000,1.000000,1.000000,143
softdis,pdbflex,mmseqs_98,6af3_A,6af4A,141,141,mmseqs,100.000000,1.000000,1.000000,141
softdis,pdbflex,mmseqs_98,6ifb_A,6ifbB,135,135,mmseqs,100.000000,1.000000,1.000000,135
softdis,pdbflex,mmseqs_98,1osa_A,1osaA,148,148,mmseqs,100.000000,1.000000,1.000000,148
softdis,pdbflex,mmseqs_98,3dxe_C,3dxdA,140,140,mmseqs,100.000000,1.000000,1.000000,140
softdis,pdbflex,mmseqs_98,6eun_A,6eunA,156,156,mmseqs,100.000000,1.000000,1.000000,156
softdis,pdbflex,mmseqs_98,7o4p_A,3vy7A,148,139,mmseqs,100.000000,0.939189,0.985816,139
softdis,pdbflex,mmseqs_98,2g0i_A,2g0jC,145,145,mmseqs,100.000000,1.000000,1.000000,145
softdis,pdbflex,mmseqs_98,1bj3_A,1bj3A,129,129,mmseqs,100.000000,1.000000,1.000000,129
softdis,pdbflex,mmseqs_98,4ozj_A,4oznA,143,143,mmseqs,100.000000,1.000000,1.000000,143
softdis,pdbflex,mmseqs_98,5h9p_A,6q17A,158,138,mmseqs,100.000000,0.873418,0.992806,138
softdis,pdbflex,mmseqs_98,4erh_B,4rhaA,148,141,mmseqs,100.000000,0.952703,0.965753,141
softdis,pdbflex,mmseqs_98,1ov8_C,1qhqA,140,140,mmseqs,100.000000,1.000000,1.000000,140
softdis,pdbflex,mmseqs_98,3lus_A,3lusB,148,148,mmseqs,100.000000,1.000000,1.000000,148
softdis,pdbflex,mmseqs_98,3ul5_A,3ul5D,139,139,mmseqs,100.000000,1.000000,1.000000,139
softdis,pdbflex,mmseqs_98,4x09_A,6enpA,128,128,mmseqs,100.000000,1.000000,1.000000,128
softdis,pdbflex,mmseqs_98,5gi0_A,5gi0A,133,133,mmseqs,100.000000,1.000000,1.000000,133
softdis,pdbflex,mmseqs_98,5v6f_A,5v6cB,138,138,mmseqs,100.000000,1.000000,1.000000,138
softdis,pdbflex,mmseqs_98,2oz1_B,2oz1F,138,138,mmseqs,100.000000,1.000000,1.000000,138
softdis,pdbflex,mmseqs_98,2qzj_A,2qzjA,136,136,mmseqs,100.000000,1.000000,1.000000,136
softdis,pdbflex,mmseqs_98,1is6_A,1is3A,135,135,mmseqs,100.000000,1.000000,1.000000,135
softdis,pdbflex,mmseqs_98,5m6h_A,6h6rA,127,127,mmseqs,100.000000,1.000000,1.000000,127
softdis,pdbflex,mmseqs_98,5n16_D,5n15A,138,138,mmseqs,100.000000,1.000000,1.000000,138
softdis,pdbflex,mmseqs_98,6mtj_D,6mtnD,134,134,mmseqs,100.000000,1.000000,1.000000,134
softdis,pdbflex,mmseqs_98,1yxj_B,1ypuB,130,128,mmseqs,100.000000,0.984615,0.948148,128
softdis,pdbflex,mmseqs_98,2ymz_A,2ymzA,130,130,mmseqs,100.000000,1.000000,1.000000,130
softdis,pdbflex,mmseqs_98,1bj3_B,1j34B,123,123,mmseqs,100.000000,1.000000,1.000000,123
softdis,pdbflex,mmseqs_98,3ljd_A,2vq8A,126,125,mmseqs,100.000000,0.992063,0.899281,125
softdis,pdbflex,mmseqs_98,3fz2_A,3fz2E,134,134,mmseqs,100.000000,1.000000,1.000000,134
softdis,pdbflex,mmseqs_98,6d48_E,6d49A,127,127,mmseqs,100.000000,1.000000,1.000000,127
softdis,pdbflex,mmseqs_98,1kcg_A,1mpuA,124,124,mmseqs,100.000000,1.000000,0.898551,124
softdis,pdbflex,mmseqs_98,2gwf_B,2fzpA,134,134,mmseqs,100.000000,1.000000,0.930556,134
softdis,pdbflex,mmseqs_98,6e7d_A,6e7dE,124,124,mmseqs,100.000000,1.000000,1.000000,124
softdis,pdbflex,mmseqs_98,7x9o_A,3a6tA,129,129,mmseqs,100.000000,1.000000,1.000000,129
softdis,pdbflex,mmseqs_98,3c3i_B,3c3iB,141,141,mmseqs,100.000000,1.000000,1.000000,141
softdis,pdbflex,mmseqs_98,6scf_G,6scfF,138,138,mmseqs,100.000000,1.000000,1.000000,138
softdis,pdbflex,mmseqs_98,1f7n_B,1f7rA,136,136,mmseqs,100.000000,1.000000,1.000000,136
softdis,pdbflex,mmseqs_98,5fgs_A,5fgsC,136,136,mmseqs,100.000000,1.000000,1.000000,136
softdis,pdbflex,mmseqs_98,2jca_A,2jbzA,143,143,mmseqs,100.000000,1.000000,1.000000,143
softdis,pdbflex,mmseqs_98,2qq4_B,2qq4A,138,138,mmseqs,100.000000,1.000000,1.000000,138
softdis,pdbflex,mmseqs_98,4n6m_A,4n6mA,132,132,mmseqs,100.000000,1.000000,1.000000,132
softdis,pdbflex,mmseqs_98,1b6e_A,3bdwA,128,123,mmseqs,100.000000,0.960938,1.000000,123
softdis,pdbflex,mmseqs_98,4uhs_A,4uhkA,136,136,mmseqs,100.000000,1.000000,1.000000,136
softdis,pdbflex,mmseqs_98,5y61_B,5eazA,138,135,mmseqs,100.000000,0.978261,1.000000,135
softdis,pdbflex,mmseqs_98,2vzc_A,2vzcA,131,131,mmseqs,100.000000,1.000000,1.000000,131
softdis,pdbflex,mmseqs_98,4o1i_A,4o1iD,138,138,mmseqs,100.000000,1.000000,1.000000,138
softdis,pdbflex,mmseqs_98,5v52_D,3r0nA,140,127,mmseqs,100.000000,0.907143,0.992188,127
softdis,pdbflex,mmseqs_98,6br7_A,6br7B,133,133,mmseqs,100.000000,1.000000,1.000000,133
softdis,pdbflex,mmseqs_98,6s45_A,6qqhA,128,128,mmseqs,100.000000,1.000000,1.000000,128
softdis,pdbflex,mmseqs_98,3iqc_A,3iqcA,131,131,mmseqs,100.000000,1.000000,1.000000,131
softdis,pdbflex,mmseqs_98,1oxk_B,2r25B,134,132,mmseqs,100.000000,0.985075,0.992481,132
softdis,pdbflex,mmseqs_98,1za3_R,1d4vA,134,115,mmseqs,100.000000,0.858209,0.982906,115
softdis,pdbflex,mmseqs_98,6cmv_A,6cmvB,139,139,mmseqs,100.000000,1.000000,1.000000,139
softdis,pdbflex,mmseqs_98,6cps_A,6cpsA,131,131,mmseqs,100.000000,1.000000,1.000000,131
softdis,pdbflex,mmseqs_98,1qmp_A,1qmpA,130,130,mmseqs,100.000000,1.000000,1.000000,130
softdis,pdbflex,mmseqs_98,3lte_M,3lteD,132,132,mmseqs,100.000000,1.000000,1.000000,132
softdis,pdbflex,mmseqs_98,4pup_A,4qybB,131,125,mmseqs,100.000000,0.954198,1.000000,125
softdis,pdbflex,mmseqs_98,2omo_A,2omoA,124,124,mmseqs,100.000000,1.000000,1.000000,124
softdis,pdbflex,mmseqs_98,3ulg_B,2nxqA,134,134,mmseqs,100.000000,1.000000,1.000000,134
softdis,pdbflex,mmseqs_98,4n21_A,4n21C,130,130,mmseqs,100.000000,1.000000,1.000000,130
softdis,pdbflex,mmseqs_98,1cxa_A,1l9jC,124,124,mmseqs,100.000000,1.000000,1.000000,124
softdis,pdbflex,mmseqs_98,3cdg_K,3cdgF,120,120,mmseqs,100.000000,1.000000,1.000000,120
softdis,pdbflex,mmseqs_98,4o32_A,3ul3B,138,128,mmseqs,100.000000,0.927536,1.000000,128
softdis,pdbflex,mmseqs_98,4tum_A,4tumA,132,132,mmseqs,100.000000,1.000000,1.000000,132
softdis,pdbflex,mmseqs_98,1jr8_A,1jraA,117,117,mmseqs,100.000000,1.000000,1.000000,117
softdis,pdbflex,mmseqs_98,6h6n_A,6h6nA,131,131,mmseqs,100.000000,1.000000,1.000000,131
softdis,pdbflex,mmseqs_98,2jjs_A,2uv3B,126,126,mmseqs,100.000000,1.000000,1.000000,126
softdis,pdbflex,mmseqs_98,2yhf_A,2yhfA,118,118,mmseqs,100.000000,1.000000,1.000000,118
softdis,pdbflex,mmseqs_98,5hbl_A,5hblA,127,127,mmseqs,100.000000,1.000000,1.000000,127
softdis,pdbflex,mmseqs_98,5s8c_A,5encA,128,128,mmseqs,100.000000,1.000000,0.977099,128
softdis,pdbflex,mmseqs_98,6gdv_C,6gduA,133,133,mmseqs,100.000000,1.000000,1.000000,133
softdis,pdbflex,mmseqs_98,6is1_E,6is2A,128,128,mmseqs,100.000000,1.000000,1.000000,128
softdis,pdbflex,mmseqs_98,4qey_A,4qeyA,132,132,mmseqs,100.000000,1.000000,1.000000,132
softdis,pdbflex,mmseqs_98,5dc4_A,3uyoA,123,123,mmseqs,100.000000,1.000000,1.000000,123
softdis,pdbflex,mmseqs_98,2j1k_T,1f5wA,128,126,mmseqs,100.000000,0.984375,1.000000,126
softdis,pdbflex,mmseqs_98,6p17_B,6p1eB,123,123,mmseqs,100.000000,1.000000,1.000000,123
softdis,pdbflex,mmseqs_98,2fwe_A,1uc7A,134,125,mmseqs,100.000000,0.932836,1.000000,125
softdis,pdbflex,mmseqs_98,3h7q_A,3ne3B,132,130,mmseqs,100.000000,0.984848,1.000000,130
softdis,pdbflex,mmseqs_98,6ar4_A,6bjnA,125,125,mmseqs,100.000000,1.000000,1.000000,125
softdis,pdbflex,mmseqs_98,4ox8_A,4ox8A,128,128,mmseqs,100.000000,1.000000,1.000000,128
softdis,pdbflex,mmseqs_98,3rtl_A,3rtlB,121,121,mmseqs,100.000000,1.000000,1.000000,121
softdis,pdbflex,mmseqs_98,4lw9_Q,4lw9A,120,120,mmseqs,100.000000,1.000000,1.000000,120
softdis,pdbflex,mmseqs_98,1orj_A,1orjA,130,130,mmseqs,100.000000,1.000000,1.000000,130
softdis,pdbflex,mmseqs_98,1sf8_A,1sf8G,126,126,mmseqs,100.000000,1.000000,1.000000,126
softdis,pdbflex,mmseqs_98,2j80_A,1p0zA,135,129,mmseqs,100.000000,0.955556,0.984733,129
softdis,pdbflex,mmseqs_98,5cqx_A,5cqxB,119,119,mmseqs,100.000000,1.000000,1.000000,119
softdis,pdbflex,mmseqs_98,2iug_A,2iuhA,120,120,mmseqs,100.000000,1.000000,1.000000,120
softdis,pdbflex,mmseqs_98,2x18_E,2x18E,119,119,mmseqs,100.000000,1.000000,1.000000,119
softdis,pdbflex,mmseqs_98,1d5w_B,1dckB,126,126,mmseqs,100.000000,1.000000,1.000000,126
softdis,pdbflex,mmseqs_98,3o6u_A,3o6uA,128,128,mmseqs,100.000000,1.000000,1.000000,128
softdis,pdbflex,mmseqs_98,3wgd_A,3wgdC,113,113,mmseqs,100.000000,1.000000,1.000000,113
softdis,pdbflex,mmseqs_98,4lx8_A,4hnsA,124,124,mmseqs,100.000000,1.000000,1.000000,124
softdis,pdbflex,mmseqs_98,4q0o_A,3g0jA,124,124,mmseqs,100.000000,1.000000,1.000000,124
softdis,pdbflex,mmseqs_98,1w89_A,1w4vA,119,119,mmseqs,100.000000,1.000000,1.000000,119
softdis,pdbflex,mmseqs_98,2qms_A,4wwqB,120,120,mmseqs,100.000000,1.000000,1.000000,120
softdis,pdbflex,mmseqs_98,4of6_A,4of6B,120,120,mmseqs,100.000000,1.000000,1.000000,120
softdis,pdbflex,mmseqs_98,4ofi_A,4ofiC,115,115,mmseqs,100.000000,1.000000,1.000000,115
softdis,pdbflex,mmseqs_98,1mav_A,1m5tA,124,124,mmseqs,100.000000,1.000000,1.000000,124
softdis,pdbflex,mmseqs_98,2atp_C,1bqhH,122,122,mmseqs,100.000000,1.000000,0.945736,122
softdis,pdbflex,mmseqs_98,4lxr_J,3e07A,114,114,mmseqs,100.000000,1.000000,1.000000,114
softdis,pdbflex,mmseqs_98,5mkx_B,5fe6B,119,119,mmseqs,100.000000,1.000000,1.000000,119
softdis,pdbflex,mmseqs_98,5t2q_A,5t2rA,108,108,mmseqs,100.000000,1.000000,1.000000,108
softdis,pdbflex,mmseqs_98,5cmo_C,5suvA,125,125,mmseqs,100.000000,1.000000,0.992063,125
softdis,pdbflex,mmseqs_98,5d9z_B,5d9zB,112,112,mmseqs,100.000000,1.000000,1.000000,112
softdis,pdbflex,mmseqs_98,1fte_B,1fthA,122,122,mmseqs,100.000000,1.000000,1.000000,122
softdis,pdbflex,mmseqs_98,1ytt_A,1msbA,115,115,mmseqs,100.000000,1.000000,1.000000,115
softdis,pdbflex,mmseqs_98,2vm2_A,2vm1C,118,118,mmseqs,100.000000,1.000000,1.000000,118
softdis,pdbflex,mmseqs_98,5mpw_A,5mpwA,115,115,mmseqs,100.000000,1.000000,1.000000,115
softdis,pdbflex,mmseqs_98,7xne_A,6yijA,133,117,mmseqs,100.000000,0.879699,0.983193,117
softdis,pdbflex,mmseqs_98,2w8b_C,2w8bG,118,118,mmseqs,100.000000,1.000000,1.000000,118
softdis,pdbflex,mmseqs_98,2oe0_A,2oe1A,114,114,mmseqs,100.000000,1.000000,1.000000,114
softdis,pdbflex,mmseqs_98,3f72_A,3f72B,122,122,mmseqs,100.000000,1.000000,1.000000,122
softdis,pdbflex,mmseqs_98,2qra_D,2qraC,111,111,mmseqs,100.000000,1.000000,1.000000,111
softdis,pdbflex,mmseqs_98,3uvt_A,3uvtC,111,111,mmseqs,100.000000,1.000000,1.000000,111
softdis,pdbflex,mmseqs_98,2of5_A,2of5A,114,114,mmseqs,100.000000,1.000000,1.000000,114
softdis,pdbflex,mmseqs_98,3ia0_Z,3ia0A,119,119,mmseqs,100.000000,1.000000,1.000000,119
softdis,pdbflex,mmseqs_98,5hiy_A,5hiyB,114,114,mmseqs,100.000000,1.000000,1.000000,114
softdis,pdbflex,mmseqs_98,4oiz_A,4oitB,113,113,mmseqs,100.000000,1.000000,1.000000,113
softdis,pdbflex,mmseqs_98,1f7t_A,1f7tA,122,122,mmseqs,100.000000,1.000000,1.000000,122
softdis,pdbflex,mmseqs_98,1oms_C,1omsC,121,121,mmseqs,100.000000,1.000000,1.000000,121
softdis,pdbflex,mmseqs_98,2cov_D,2covD,104,104,mmseqs,100.000000,1.000000,1.000000,104
softdis,pdbflex,mmseqs_98,3ded_A,3dedC,113,113,mmseqs,100.000000,1.000000,1.000000,113
softdis,pdbflex,mmseqs_98,3ssq_A,3ssqA,122,122,mmseqs,100.000000,1.000000,1.000000,122
softdis,pdbflex,mmseqs_98,4pu8_B,4pu4D,118,118,mmseqs,100.000000,1.000000,1.000000,118
softdis,pdbflex,mmseqs_98,7s4e_A,6haxE,125,121,mmseqs,100.000000,0.968000,0.983740,121
softdis,pdbflex,mmseqs_98,6azr_B,3dgeC,123,122,mmseqs,100.000000,0.991870,1.000000,122
softdis,pdbflex,mmseqs_98,6ctd_A,6ctdA,121,121,mmseqs,100.000000,1.000000,1.000000,121
softdis,pdbflex,mmseqs_98,2was_A,2watA,122,122,mmseqs,100.000000,1.000000,1.000000,122
softdis,pdbflex,mmseqs_98,5fm8_A,5fm4B,112,112,mmseqs,100.000000,1.000000,1.000000,112
softdis,pdbflex,mmseqs_98,2of5_H,2of5H,118,118,mmseqs,100.000000,1.000000,1.000000,118
softdis,pdbflex,mmseqs_98,5un5_D,5un5C,123,123,mmseqs,100.000000,1.000000,1.000000,123
softdis,pdbflex,mmseqs_98,2z8v_C,2z8vC,116,116,mmseqs,100.000000,1.000000,1.000000,116
softdis,pdbflex,mmseqs_98,3f8b_A,3f8fA,116,116,mmseqs,100.000000,1.000000,0.920635,116
softdis,pdbflex,mmseqs_98,2zv3_A,2zv3B,115,115,mmseqs,100.000000,1.000000,1.000000,115
softdis,pdbflex,mmseqs_98,4xjk_D,4xjkD,114,114,mmseqs,100.000000,1.000000,1.000000,114
softdis,pdbflex,mmseqs_98,5e6n_A,5azhA,118,115,mmseqs,100.000000,0.974576,0.898438,115
softdis,pdbflex,mmseqs_98,6f5c_A,6quaB,127,117,mmseqs,100.000000,0.921260,1.000000,117
softdis,pdbflex,mmseqs_98,6j2z_F,6j2zB,108,108,mmseqs,100.000000,1.000000,1.000000,108
softdis,pdbflex,mmseqs_98,6jnl_A,6jnmA,101,101,mmseqs,100.000000,1.000000,1.000000,101
softdis,pdbflex,mmseqs_98,1kb2_B,1kb6B,110,110,mmseqs,100.000000,1.000000,1.000000,110
softdis,pdbflex,mmseqs_98,5j0l_A,5j0lA,141,141,mmseqs,100.000000,1.000000,1.000000,141
softdis,pdbflex,mmseqs_98,6ebb_A,6ebbA,120,120,mmseqs,100.000000,1.000000,1.000000,120
softdis,pdbflex,mmseqs_98,6er7_A,6exrA,120,120,mmseqs,100.000000,1.000000,1.000000,120
softdis,pdbflex,mmseqs_98,3ahp_A,3ahpB,108,108,mmseqs,100.000000,1.000000,1.000000,108
softdis,pdbflex,mmseqs_98,1i85_B,1i85A,110,110,mmseqs,100.000000,1.000000,1.000000,110
softdis,pdbflex,mmseqs_98,2pmu_A,2pmuB,110,110,mmseqs,100.000000,1.000000,1.000000,110
softdis,pdbflex,mmseqs_98,4pj1_O,4pj1Z,114,114,mmseqs,100.000000,1.000000,1.000000,114
softdis,pdbflex,mmseqs_98,4hjm_A,4n11A,111,111,mmseqs,100.000000,1.000000,1.000000,111
softdis,pdbflex,mmseqs_98,5aqf_D,5aquB,118,118,mmseqs,100.000000,1.000000,1.000000,118
softdis,pdbflex,mmseqs_98,5j7d_A,5j7dA,112,112,mmseqs,100.000000,1.000000,1.000000,112
softdis,pdbflex,mmseqs_98,5zhc_A,5zi8A,113,113,mmseqs,100.000000,1.000000,1.000000,113
softdis,pdbflex,mmseqs_98,1xw3_A,1xw3A,110,110,mmseqs,100.000000,1.000000,1.000000,110
softdis,pdbflex,mmseqs_98,2gsg_A,2otuA,116,114,mmseqs,100.000000,0.982759,0.991304,114
softdis,pdbflex,mmseqs_98,3jv6_B,3jv6B,107,107,mmseqs,100.000000,1.000000,1.000000,107
softdis,pdbflex,mmseqs_98,3r7n_B,1pyoD,112,104,mmseqs,100.000000,0.928571,0.990476,104
softdis,pdbflex,mmseqs_98,4n9g_C,4jlrC,123,123,mmseqs,100.000000,1.000000,1.000000,123
softdis,pdbflex,mmseqs_98,4yyi_A,4yyhB,108,108,mmseqs,100.000000,1.000000,1.000000,108
softdis,pdbflex,mmseqs_98,6i19_A,6q46A,113,113,mmseqs,100.000000,1.000000,1.000000,113
softdis,pdbflex,mmseqs_98,4rwx_A,4rwwA,114,113,mmseqs,100.000000,0.991228,1.000000,113
softdis,pdbflex,mmseqs_98,5or8_A,4qbmA,106,106,mmseqs,100.000000,1.000000,1.000000,106
softdis,pdbflex,mmseqs_98,5yny_A,5ynxA,128,118,mmseqs,100.000000,0.921875,1.000000,118
softdis,pdbflex,mmseqs_98,7sn6_A,4fxwA,106,106,mmseqs,100.000000,1.000000,1.000000,106
softdis,pdbflex,mmseqs_98,5xe2_A,5xe2A,107,107,mmseqs,100.000000,1.000000,1.000000,107
softdis,pdbflex,mmseqs_98,1bcp_D,1ptoD,110,110,mmseqs,100.000000,1.000000,1.000000,110
softdis,pdbflex,mmseqs_98,4y00_A,4y00A,103,103,mmseqs,100.000000,1.000000,1.000000,103
softdis,pdbflex,mmseqs_98,5x5l_A,5x5lE,109,109,mmseqs,100.000000,1.000000,1.000000,109
softdis,pdbflex,mmseqs_98,6pxb_F,6pxcA,109,109,mmseqs,100.000000,1.000000,1.000000,109
softdis,pdbflex,mmseqs_98,3qkb_A,3qkbA,111,111,mmseqs,100.000000,1.000000,1.000000,111
softdis,pdbflex,mmseqs_98,1gxp_A,1gxqA,106,106,mmseqs,100.000000,1.000000,1.000000,106
softdis,pdbflex,mmseqs_98,2pys_A,2pysB,109,109,mmseqs,100.000000,1.000000,1.000000,109
softdis,pdbflex,mmseqs_98,3dar_A,3cafA,105,100,mmseqs,100.000000,0.952381,1.000000,100
softdis,pdbflex,mmseqs_98,3mlf_A,3mlfA,111,111,mmseqs,100.000000,1.000000,1.000000,111
softdis,pdbflex,mmseqs_98,6app_B,4w2oB,106,106,mmseqs,100.000000,1.000000,1.000000,106
softdis,pdbflex,mmseqs_98,6gbg_D,2gk2B,115,107,mmseqs,100.000000,0.930435,0.963964,107
softdis,pdbflex,mmseqs_98,6ppp_G,3swnF,119,113,mmseqs,100.000000,0.949580,0.965812,113
softdis,pdbflex,mmseqs_98,3nsi_A,3nsiB,101,101,mmseqs,100.000000,1.000000,1.000000,101
softdis,pdbflex,mmseqs_98,3tkz_A,4je4A,109,103,mmseqs,100.000000,0.944954,0.971698,103
softdis,pdbflex,mmseqs_98,1bxa_A,2j55A,105,105,mmseqs,100.000000,1.000000,1.000000,105
softdis,pdbflex,mmseqs_98,3d1m_C,3n1fD,102,102,mmseqs,100.000000,1.000000,1.000000,102
softdis,pdbflex,mmseqs_98,3mop_D,3mopA,110,110,mmseqs,100.000000,1.000000,1.000000,110
softdis,pdbflex,mmseqs_98,4omy_A,4omzC,118,118,mmseqs,100.000000,1.000000,1.000000,118
softdis,pdbflex,mmseqs_98,2puk_C,2pukC,106,106,mmseqs,100.000000,1.000000,1.000000,106
softdis,pdbflex,mmseqs_98,5hk3_A,5hkcA,114,114,mmseqs,100.000000,1.000000,1.000000,114
softdis,pdbflex,mmseqs_98,6aso_G,4c92G,115,115,mmseqs,100.000000,1.000000,1.000000,115
softdis,pdbflex,mmseqs_98,1d4t_A,1d4tA,104,104,mmseqs,100.000000,1.000000,1.000000,104
softdis,pdbflex,mmseqs_98,1nw2_A,1nw2A,105,105,mmseqs,100.000000,1.000000,1.000000,105
softdis,pdbflex,mmseqs_98,4emh_U,4emhA,105,105,mmseqs,100.000000,1.000000,1.000000,105
softdis,pdbflex,mmseqs_98,4k2e_A,4ooiB,112,112,mmseqs,100.000000,1.000000,1.000000,112
softdis,pdbflex,mmseqs_98,4h2t_C,4h2uD,110,110,mmseqs,100.000000,1.000000,1.000000,110
softdis,pdbflex,mmseqs_98,4zk7_M,4zk7Q,111,111,mmseqs,100.000000,1.000000,1.000000,111
softdis,pdbflex,mmseqs_98,6kc4_A,6kc4A,102,102,mmseqs,100.000000,1.000000,1.000000,102
softdis,pdbflex,mmseqs_98,2d00_C,2d00A,109,109,mmseqs,100.000000,1.000000,1.000000,109
softdis,pdbflex,mmseqs_98,5ym6_A,5ym8B,115,108,mmseqs,100.000000,0.939130,1.000000,108
softdis,pdbflex,mmseqs_98,2hd3_A,2hd3B,103,103,mmseqs,100.000000,1.000000,1.000000,103
softdis,pdbflex,mmseqs_98,2pe8_A,2pehA,105,105,mmseqs,100.000000,1.000000,1.000000,105
softdis,pdbflex,mmseqs_98,3k3s_A,3k3sA,105,105,mmseqs,100.000000,1.000000,1.000000,105
softdis,pdbflex,mmseqs_98,3qby_A,3qbyA,94,94,mmseqs,100.000000,1.000000,1.000000,94
softdis,pdbflex,mmseqs_98,3qdo_A,3qdoA,109,109,mmseqs,100.000000,1.000000,1.000000,109
softdis,pdbflex,mmseqs_98,5j7k_A,5j7kB,99,99,mmseqs,100.000000,1.000000,1.000000,99
softdis,pdbflex,mmseqs_98,1ql3_A,1ql4A,99,99,mmseqs,100.000000,1.000000,1.000000,99
softdis,pdbflex,mmseqs_98,3nit_A,3nitA,90,90,mmseqs,100.000000,1.000000,1.000000,90
softdis,pdbflex,mmseqs_98,4jur_I,4hfkB,105,105,mmseqs,100.000000,1.000000,1.000000,105
softdis,pdbflex,mmseqs_98,1ehd_A,1ehhA,89,89,mmseqs,100.000000,1.000000,1.000000,89
softdis,pdbflex,mmseqs_98,2pei_A,2peiD,109,109,mmseqs,100.000000,1.000000,1.000000,109
softdis,pdbflex,mmseqs_98,2wwk_T,2wwmD,102,102,mmseqs,100.000000,1.000000,1.000000,102
softdis,pdbflex,mmseqs_98,4nyo_A,4nyoA,102,102,mmseqs,100.000000,1.000000,1.000000,102
softdis,pdbflex,mmseqs_98,4pw9_B,4pwaD,106,106,mmseqs,100.000000,1.000000,1.000000,106
softdis,pdbflex,mmseqs_98,4q2n_A,4q2nB,103,103,mmseqs,100.000000,1.000000,1.000000,103
softdis,pdbflex,mmseqs_98,6thh_A,6expF,104,104,mmseqs,100.000000,1.000000,1.000000,104
softdis,pdbflex,mmseqs_98,3oei_C,3oeiC,96,96,mmseqs,100.000000,1.000000,1.000000,96
softdis,pdbflex,mmseqs_98,4ygc_B,4ygdH,104,104,mmseqs,100.000000,1.000000,1.000000,104
softdis,pdbflex,mmseqs_98,6el8_A,6el8A,99,99,mmseqs,100.000000,1.000000,1.000000,99
softdis,pdbflex,mmseqs_98,6n3f_C,6n3dA,96,96,mmseqs,100.000000,1.000000,1.000000,96
softdis,pdbflex,mmseqs_98,8eg6_B,3qnwB,109,100,mmseqs,100.000000,0.917431,1.000000,100
softdis,pdbflex,mmseqs_98,1r1u_A,1r1uC,106,106,mmseqs,100.000000,1.000000,1.000000,106
softdis,pdbflex,mmseqs_98,2ql5_B,4lszD,97,97,mmseqs,100.000000,1.000000,0.923810,97
softdis,pdbflex,mmseqs_98,2vkj_A,2vkjA,106,106,mmseqs,100.000000,1.000000,1.000000,106
softdis,pdbflex,mmseqs_98,6o8o_A,6o8oB,111,111,mmseqs,100.000000,1.000000,1.000000,111
softdis,pdbflex,mmseqs_98,1jxg_B,1jxgA,100,100,mmseqs,100.000000,1.000000,1.000000,100
softdis,pdbflex,mmseqs_98,1psr_A,1psrA,100,100,mmseqs,100.000000,1.000000,1.000000,100
softdis,pdbflex,mmseqs_98,1wmg_A,1wmgA,103,103,mmseqs,100.000000,1.000000,1.000000,103
softdis,pdbflex,mmseqs_98,2pr0_A,2pr0A,94,94,mmseqs,100.000000,1.000000,1.000000,94
softdis,pdbflex,mmseqs_98,3oq9_H,3oq9H,100,100,mmseqs,100.000000,1.000000,1.000000,100
softdis,pdbflex,mmseqs_98,3stq_A,3stqA,102,102,mmseqs,100.000000,1.000000,1.000000,102
softdis,pdbflex,mmseqs_98,4h2w_C,4h2wC,103,103,mmseqs,100.000000,1.000000,1.000000,103
softdis,pdbflex,mmseqs_98,4zka_A,4zkaA,100,100,mmseqs,100.000000,1.000000,1.000000,100
softdis,pdbflex,mmseqs_98,5ied_B,5f0eB,88,88,mmseqs,100.000000,1.000000,1.000000,88
softdis,pdbflex,mmseqs_98,5m3d_A,5m3tB,101,101,mmseqs,100.000000,1.000000,1.000000,101
softdis,pdbflex,mmseqs_98,6lbi_C,3co6C,118,100,mmseqs,100.000000,0.847458,1.000000,100
softdis,pdbflex,mmseqs_98,1bt6_B,1a4pA,96,96,mmseqs,100.000000,1.000000,1.000000,96
softdis,pdbflex,mmseqs_98,3kjn_B,3kjnB,95,95,mmseqs,100.000000,1.000000,1.000000,95
